Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,EoL-repaired,EoL-sold,EoL-recycled,EoL-landfilled,EoL-stored,EoL-new repaired weight,EoL-new sold weight,EoL-new recycled weight,EoL-new landfilled weight,EoL-new stored weight,EoL-used repaired weight,EoL-used sold weight,EoL-used recycled weight,EoL-used landfilled weight,EoL-used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
2030,0.04874744414096422,0,213,787,0,0,0,1000,0,190077951294.8198,187435828938.24036,2642122356.576739,8624023995.725407,86774586.0641976,0,4116507579.884085,2302486551.471725,2116820545.9780934,0.0,0,239131780.22239393,193709214.99498054,86316202.14213964,0.0,0,0,731495.9560851062,1.2559653845857066,0,0.0058247794883862945,0.0021422945499584866,0.015561610138971171,0.026573434037667903,-0.11111810749389177,91094020.13099271,24940598.30165807,4138797.254808219,39348666.55885301,23731862.272904847,-373645156.7224583,-191119933.38668048
2031,0.048347307021661644,0,202,798,0,0,0,1000,0,221630891209.75455,218056508330.833,3574382878.924058,9726831070.115538,117685612.93320309,0,5405736209.7403345,3035386497.427467,2557760446.8456035,0.0,0,308184362.5397879,253795978.98904133,101178496.09549892,0.0,0,0,1461729.4801512854,1.2559653845857066,0,0.00581644690678948,0.0021422945499584866,0.01411590464652766,0.024826820788412522,-0.10676110417872384,117489127.12251195,32167304.94670594,4334332.364715135,44387844.44164457,26770060.683267232,-480592572.8578425,-245764135.5826149
2032,0.047914186611052303,0,186,814,0,0,0,1000,0,231604281314.20035,226871925345.33575,4732355968.860117,10971774990.282755,155588497.26923728,0,6968641616.698205,3946838170.000593,2684703060.7364326,0.0,0,390558241.43952805,326588082.00495404,103064637.8655934,0.0,0,0,2697712.0678503844,1.2559653845857066,0,0.00581396431029321,0.0021422945499584866,0.012887344416397857,0.02334944308427854,-0.10257494140715885,150045260.6903745,41080836.79439013,2172167.4520000606,49389513.18007924,29512519.68636735,-609137465.2133727,-311507410.5840059
2033,0.04745098729248948,0,172,828,0,0,0,1000,0,242026473973.32977,235880104357.82773,6146369615.507158,11319590539.43728,201276755.18371144,0,8833181620.95374,5064826900.270885,2814421460.515274,0.0,0,487132758.86061335,413293595.9650519,104854526.71887986,0.0,0,0,4670947.323790982,1.2559653845857066,0,0.005811277073438794,0.0021422945499584866,0.01180017247626092,0.02208280586044805,-0.09855292042566655,189620944.94749922,51916248.84614537,-598666.4599862067,57689045.33783496,31801719.819081396,-753812346.2637073,-385358140.8503785
2034,0.04696044451987401,0,159,841,0,0,0,1000,0,252917665302.13074,245072412162.80328,7845253139.331333,11664507305.384636,255418331.78099936,0,11028837149.67584,6415318624.371438,2946791327.400944,0.0,0,598863319.1789547,514584367.41880727,106544673.40969104,0.0,0,0,7672266.093049447,1.2559653845857066,0,0.0058084032160787445,0.0021422945499584866,0.010909069669954412,0.02092889283247038,-0.0946886051425997,236964848.9215237,64878518.9199709,-4045415.9737153742,68063260.1819488,33459355.895555668,-918743411.994565,-469584476.00816864
2035,0.04644513338839637,0,147,853,0,0,0,1000,0,264298960240.7286,254440712366.03265,9858247874.698164,12006072037.087528,318544883.60244495,0,13582152803.742926,8026536251.835614,3081695496.72868,0.0,0,726477525.7233086,630869428.8025786,108132484.42981641,0.0,0,0,12053557.987310227,1.2559653845857066,0,0.005805359709965967,0.0021422945499584866,0.010093517374093116,0.019966200520277644,-0.09097581182907415,292865039.76926106,80183411.63317643,-8238783.82711866,80785078.6336672,34336653.67842505,-1103859103.6056716,-563967131.2753482
2036,0.045907476797893386,0,130,870,0,0,0,1000,0,276192413451.56696,263979523452.51263,12212889999.05111,12343888202.218216,391132455.21927774,0,16514080084.72233,9932347558.135006,3219055034.279619,0.0,0,870096538.0167053,762728253.7692018,109617230.84209019,0.0,0,0,18226523.725974895,1.2559653845857066,0,0.00580216253192936,0.0021422945499584866,0.00939451070386484,0.019022961549525586,-0.08740859922368345,358260409.62415886,98087985.91800877,-13262651.853111027,96801652.05822542,34234979.32439184,-1310000860.5126898,-669083187.3245233
2037,0.04534975322749448,0,118,882,0,0,0,1000,0,288621072056.8847,273688519887.73352,14932552169.15078,12677687210.298126,473530271.7151153,0,19856225397.20835,12157695038.380888,3358865252.31447,0.0,0,1030694438.7245464,909594116.0027764,111000998.95096362,0.0,0,0,26658688.755005207,1.2559653845857066,0,0.005798826714522354,0.0021422945499584866,0.008776996455009862,0.018265098819153194,-0.08398125902521301,433736282.5030915,118752497.42198637,-19169059.516193714,117628194.03659622,32993655.931301303,-1533821632.1195865,-783112326.992614
2038,0.044774104139395074,0,104,896,0,0,0,1000,0,301609020299.4399,283563207021.2599,18045813278.184303,13007400385.08849,565888782.1382813,0,23632369535.94804,14739315398.381151,3501061427.5315075,0.0,0,1208584219.1920023,1071473847.8144364,112284003.67774801,0.0,0,0,37867294.199295565,1.2559653845857066,0,0.00579536639425974,0.0021422945499584866,0.008235654286291746,0.017565202813497105,-0.0806883067581404,520231917.71487284,142434105.60616434,-26041836.680714425,142384270.87179163,30407915.142984785,-1779632911.439382,-908806524.4218676
2039,0.04418254102879403,0,93,907,0,0,0,1000,0,315181426212.91693,293603207853.1761,21578218359.742702,13332829548.35523,668489091.8031683,0,27874631320.09253,17711534492.041946,3645638131.0841208,0.0,0,1404685617.453302,1247893479.1259208,113468568.64397539,0.0,0,0,52411679.18844368,1.2559653845857066,0,0.005791794857553363,0.0021422945499584866,0.0077215103135535035,0.0168885504642819,-0.07752447299630433,618550274.5244564,169352652.3926689,-33952362.377410375,172890907.2794356,26323897.0352849,-2042911485.572451,-1042869034.7052817
2040,0.04357695213626693,0,81,919,0,0,0,1000,0,329364590392.49786,303805121310.39655,25559469082.103313,13653927872.865099,781462125.5874628,0,32622327718.093143,21107888114.038467,3792546387.259135,0.0,0,1619940389.3480594,1438625865.1057043,114555733.14286008,0.0,0,0,70884616.61323272,1.2559653845857066,0,0.005788124584452358,0.0021422945499584866,0.007275080570990523,0.016331715225885314,-0.07448469493069865,729414257.6911479,199706061.6099388,-42965150.30975331,209366215.34472546,20536801.879559312,-2323925845.183217,-1186221737.9484472
2041,0.042959108838115594,0,67,933,0,0,0,1000,0,344185996960.16266,314160650048.3274,30025346911.83555,13970561540.342403,905026986.4984688,0,37911134088.58951,24969707971.250168,3941666713.6895924,0.0,0,1854899441.5536728,1644094218.8508644,115544651.89053786,0.0,0,0,93902861.84958962,1.2559653845857066,0,0.005784367290289405,0.0021422945499584866,0.006861992292892574,0.01577734779640743,-0.07156410826789786,853744205.0009403,233746312.20224792,-53162656.94221785,252943744.94625258,12845420.690115498,-2622735847.2003565,-1338673784.4357753
2042,0.04233067172953547,0,54,946,0,0,0,1000,0,359674366823.3655,324662800600.3904,35011566222.97956,14282464072.0579,1039536641.8407102,0,43768707545.162415,29344645287.030167,4092898403.942841,0.0,0,2110177061.9748695,1864700681.6505032,116435415.00003116,0.0,0,0,122096855.41957012,1.2559653845857066,0,0.005780533965328492,0.0021422945499584866,0.006481819783468081,0.015269002724761296,-0.06875803944614971,992596795.059279,271762711.8167336,-64639343.68529561,301994889.29844373,3012054.249964268,-2905972941.703667,-1484870468.255856
2043,0.041693196414774494,0,41,959,0,0,0,1000,0,375859713330.4262,335310966583.4985,40548746746.92303,14589434137.663406,1185280131.374344,0,50211638914.24308,34280273389.304676,4246232726.0339737,0.0,0,2385813043.40562,2101038393.9004974,117230950.18527879,0.0,0,0,156099662.34994555,1.2559653845857066,0,0.005776634912507346,0.0021422945499584866,0.006123593838748224,0.014795118519339612,-0.06606199815667951,1146953136.1182806,314023877.7212617,-77482432.3971196,358656685.7439353,-9181334.370263837,-3230886712.008604,-1650613495.9202201
2044,0.04104813901781897,0,25,975,0,0,0,1000,0,392773400430.2965,346114762756.02606,46658637674.26424,14891473653.258028,1342344486.481609,0,57251577072.04606,39806061073.25385,4401808133.130364,0.0,0,2681081120.2406044,2353516617.8529725,117938096.1962409,0.0,0,0,196535510.35077193,1.2559653845857066,0,0.005772679783361541,0.0021422945499584866,0.005806722447939927,0.014375716220699598,-0.0634716701582379,1317163606.7441726,360625739.934742,-91722266.48167859,424206309.6443288,-23864964.744967807,-3548960894.094369,-1812260166.7550695
2045,0.04039686142653156,0,9,991,0,0,0,1000,0,410448203449.6473,357091601729.04846,53356601720.60565,15188870596.533401,1510531932.4978333,0,64866488292.73639,45949874312.449066,4559875368.023097,0.0,0,2994345523.4241796,2621921414.895634,118566113.66614196,0.0,0,0,244008489.1945311,1.2559653845857066,0,0.005768677612214949,0.0021422945499584866,0.005519040655311252,0.01400027279521405,-0.06098291037339465,1503483130.1813273,411638093.7985872,-107380072.40757224,499564950.12866485,-41137933.12651364,-3743393096.6650863,-1912471842.303359
2046,0.03974063628258418,0,0,1000,0,0,0,1000,0,428918372604.8779,368284016944.3567,60634355660.53115,15482100715.90227,1689458197.305411,0,73068227926.43149,52660388558.19981,4721046915.223364,0.0,0,3325670062.8630667,2902350776.1854215,119132561.76138969,0.0,0,0,299092049.2703289,1.2559653845857066,0,0.005764636848716134,0.0021422945499584866,0.005286410899928972,0.013722893591746763,-0.05859173625553024,1703759778.1483235,466471763.65929425,-124261173.8783578,581467254.3716424,-60668386.39235542,-3743393096.6650863,-1912471842.303359
2047,0.039080651728970954,0,0,1000,0,0,0,1000,0,448219699372.1138,379723349390.0349,68496349982.07334,15772253179.66963,1878126880.1357088,0,81854755225.62968,59849365439.362076,4885774087.124114,0.0,0,3674852248.4474874,3188968191.8346043,119649241.57874955,0.0,0,0,362319885.91888463,1.2559653845857066,0,0.005760565388797734,0.0021422945499584866,0.0051079761200870585,0.013494133696586622,-0.05629432141591174,1914830886.1835995,524260844.7759655,-142082009.71988332,665511859.3687747,-81914974.4683317,-3743393096.6650863,-1912471842.303359
2048,0.03841801592635455,0,0,1000,0,0,0,1000,0,468389585843.8578,391446655108.5154,76942930735.33751,16060042250.134968,2075917795.6934683,0,91148725730.22467,67453523124.93978,5054590493.299727,0.0,0,4038066672.9168983,3477449118.2831078,120128677.21693547,0.0,0,0,434178375.5907254,1.2559653845857066,0,0.005756470604131854,0.0021422945499584866,0.004963698809799272,0.013261295738194658,-0.054086989500654464,2134384099.927414,584372238.4980614,-160634110.62240863,751405881.9948899,-104466976.43621965,-3743393096.6650863,-1912471842.303359
2049,0.03775376134899024,0,0,1000,0,0,0,1000,0,489467117206.8342,403541797301.45624,85925319905.37032,16346258884.887075,2282135391.3457255,0,100848928367.51709,75390052555.45163,5228761369.974323,0.0,0,4410729212.325262,3762507909.0861173,120598846.448715,0.0,0,0,515100285.5949586,1.2559653845857066,0,0.005752359370151069,0.0021422945499584866,0.004853013997976249,0.0130865843887958,-0.05196620830777139,2359648441.4759645,646047279.8034176,-179664125.0005324,838517372.1867211,-127817230.6580668,-3743393096.6650863,-1912471842.303359
2050,0.037088848870486295,0,0,1000,0,0,0,1000,0,511493137481.1391,416131551666.22107,95361585814.91254,16632826377.958597,2494953124.7123685,0,110837564872.38998,83562573332.16585,5410054695.753719,0.0,0,4787837811.132047,4038209894.514266,121095688.62873653,0.0,0,0,605459572.5566608,1.2559653845857066,0,0.00574823809270187,0.0021422945499584866,0.004774605301151745,0.012968251826407982,-0.049928584134896474,2587600304.6747017,708458136.6739211,-198893428.32060432,926213349.6864611,-151403790.07835886,-3743393096.6650863,-1912471842.303359
