,Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,End-of-life - repaired,End-of-life - sold,End-of-life - recycled,End-of-life - landfilled,End-of-life - stored,eol - new repaired weight,eol - new sold weight,eol - new recycled weight,eol - new landfilled weight,eol - new stored weight,eol - used repaired weight,eol - used sold weight,eol - used recycled weight,eol - used landfilled weight,eol - used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
0,2020,0.062360781310163156,5,10,100,442,443,999,1,0,40921000000.0,40921000000.0,0.0,2602673722.358042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.006162836439528762,0.0022140349875446243,0.11683839945550906,0.2629989508684546,-0.19778557338585404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021,0.06106501304191908,0,61,883,21,35,9,991,0,47713886000.0,47713886000.0,0.0,2926097720.7503233,0.0,0,3244545.1461784844,84816187.58054398,100426532.26835977,5718128.660896926,0,247484.7029740569,6518524.818555024,5412357.351989215,439594.2721879056,0,0,0.0,0.0,0,0.005929309011223101,0.0022140349875446243,0.03321355975761003,0.2629989508684546,-0.19749063734843664,3907663.7122310097,998945.3938825296,86457.27390559975,9205574.460951453,1779176.6543539506,-227632.6640458426,-112804.83338010579
2,2022,0.05972962709646766,0,119,881,0,0,0,1000,0,55634391075.99874,55632339529.83505,2051546.1649928293,3298899208.6963573,0.0,0,88692176.46371397,141795776.93148133,214452745.17346624,5349567.7661695555,0,5686486.508124771,11721430.591268038,11151847.331486475,411250.1228846243,0,0,0.9444666184624483,0.0,0,0.0059212695927150305,0.0022140349875446243,0.03888615655769973,0.060625124964138535,-0.18974691869583935,6478288.292451067,1656093.4426704682,432823.1160313956,11693864.932795811,3306499.5723903095,-12263660.774553668,-6327052.993633417
3,2023,0.05836688665777374,0,218,782,0,0,0,1000,0,64869699994.6152,64812865181.5124,56834813.10360163,3720629551.3607426,109263.66668623243,0,222089517.56185898,215332925.8620833,346652873.5252365,4154393.611225446,0,14235673.83934771,18262605.592659254,17459091.78710273,322034.7275268512,0,0,25.410679385073347,0.0,0,0.005912984371701132,0.0022140349875446243,0.03529742489538268,0.05398016393534098,-0.18230683559465694,9723353.874359105,2485653.905037636,800190.5060799586,14910755.196603935,5016029.851357419,-28397610.02049757,-14660992.163087096
4,2024,0.05698711329906456,0,249,751,0,0,0,1000,0,75638070193.72394,75476744074.91168,161326118.81067982,4195126244.8012176,2940744.1291897236,0,415804992.8594841,315710562.32529116,500213378.91695046,2296150.5544678336,0,26476950.66351816,27027730.308194887,24423679.1697608,178683.88691491098,0,0,112.07760150789197,0.0,0,0.005904529433443275,0.0022140349875446243,0.03122828471622924,0.04718242458207629,-0.17515848232462522,14051783.694715815,3592162.896140275,1155956.8049085722,17216196.729661178,6967094.399823328,-52420008.06590014,-27005814.177636296
5,2025,0.055598969189164155,0,243,757,0,0,0,1000,0,88193989845.88063,87871755570.70932,322234275.17087287,4730000890.435989,8181777.966003307,0,685818170.6098831,453684663.6395046,678702299.234233,1175118.4825088556,0,43188835.07398479,38933147.828762844,32139059.244967084,92298.32411321207,0,0,1484.3119860749155,0.0,0,0.00589596881674294,0.0022140349875446243,0.027306165368571483,0.041807341921883054,-0.1682904199954488,19860780.250331093,5077160.270440508,1471120.6744109455,19003251.018474333,9187432.163752027,-86099789.5051054,-44341994.95848397
6,2026,0.054209698950969866,0,235,765,0,0,0,1000,0,102834192160.29462,102282062124.5597,552130035.7365552,5333330871.258915,16014018.777071668,0,1053145228.2170444,642541042.2171221,886211591.1516635,308227.66021592246,0,65423536.53847259,55082967.862999864,40707546.4609698,24827.95330146522,0,0,10224.343524423695,0.0,0,0.005887356264851937,0.0022140349875446243,0.02407591045810475,0.037797538607825254,-0.16169165824213616,27618342.766911004,7060284.1813946925,1710839.9755779908,20503358.336315997,11671386.209275184,-130531433.81863706,-67182378.85398401
7,2027,0.05282533692132992,0,248,752,0,0,0,1000,0,119904668058.90309,119035743824.70418,868924234.201224,6014025554.337276,26873525.56789016,0,1541960376.956304,897390094.473698,1127465627.9324365,2.9229372488189096e-26,0,94387080.4548281,76674425.85419214,50242826.35441848,-3.653671561023637e-28,0,0,42245.67534470162,0.0,0,0.005878736726050647,0.0022140349875446243,0.021246050933791415,0.034338850836932444,-0.15535163763807114,37825079.31499918,9669508.826128498,1839795.0652355151,20859270.240931,14403279.99546193,-190601602.48853263,-98215823.73973115
8,2028,0.0514508847429268,0,236,764,0,0,0,1000,0,139808842956.6815,138514354890.1242,1294488066.5597656,6782024394.621337,41395562.06017259,0,2180173043.0506916,1235648471.7787354,1407958813.5819492,1.3594070154965854e-41,0,131327501.19324392,105152554.3418304,60873101.71057955,-1.5242193822480446e-43,0,0,129369.62256316126,0.0,0,0.005870147639563793,0.0022140349875446243,0.018939060290216626,0.03152593174716956,-0.14926021279767732,51026410.412926815,13044264.144022482,1821452.0789947985,20622815.501269158,17337866.877665136,-266843385.52949345,-137541316.17525017
9,2029,0.05009046351667033,0,218,782,0,0,0,1000,0,163017110887.49374,161162600158.08664,1854510729.4065974,7648546119.748465,60327112.41191693,0,2996858809.561049,1678399442.1402524,1734094924.8578298,1.3594070154965836e-41,0,177404010.54797748,142220682.3311408,72743541.85931519,-1.5242193822480456e-43,0,0,326431.51733751147,0.0,0,0.005861620037405057,0.0022140349875446243,0.01698399664227739,0.02906863523901717,-0.1434076361416368,67856222.06590988,17346595.170624435,1613421.8684307027,20202975.297029745,20424345.35613646,-361358393.8177261,-186146520.6214494
10,2030,0.04874744414096422,0,211,789,0,0,0,1000,0,190077951294.8198,187501128647.8247,2576822646.9923606,8626294701.68671,84503880.10289244,0,4023271673.927662,2247889000.9067054,2113371339.3636682,1.7238931417306997e-56,0,233870094.52629352,189509493.14213872,86019862.85377209,7.022181450386474e-59,0,0,719192.8026005367,0.0,0,0.005853179488386287,0.0022140349875446243,0.01522251953191282,0.027031829064432595,-0.13778454229868367,88931227.88597168,22734157.03376606,1181634.8047934182,19314883.037893917,23610187.74896991,-477978479.59692305,-246315831.831968
11,2031,0.048347307021661644,0,194,806,0,0,0,1000,0,221630891209.75455,218139472225.1978,3491418984.5591493,9729751433.254593,114765249.79415144,0,5291800273.369851,2967447343.5640035,2554576913.4286685,1.7238931417306997e-56,0,301746387.979881,248778355.54096773,100891054.49711932,7.022181450386474e-59,0,0,1432032.2165085478,561.4242484791816,0,0.005844846906789474,0.0022140349875446243,0.013798992590365051,0.025248194193578186,-0.1323819331190118,114845842.21482387,29358904.33149839,502026.1136751413,19489379.33831404,26802976.76130645,-614809757.4400191,-316900488.33754826
12,2032,0.047914186611052303,0,188,811,0,1,0,1000,0,231604281314.20035,226974473003.5649,4629808310.630907,10975413525.581396,151949961.97060388,0,6831577120.020153,3861948149.4764204,2681801463.7192583,2633682.2809325987,0,382950691.03755033,320468779.74987644,102786600.01707341,167096.17337277916,0,0,2638090.247632941,561.4242484791816,0,0.005842364310293216,0.0022140349875446243,0.012609902053251007,0.023667868115897744,-0.1271911632753157,146796507.9386933,37526692.73571531,-2738144.305332074,18642709.97430263,29771813.976616915,-779298007.7623917,-401689921.9049598
13,2033,0.04745098729248948,0,173,827,0,0,0,1000,0,242026473973.32977,236004477170.93045,6021996802.404318,11324001759.405474,196865535.21550778,0,8673963069.37358,4961370457.993977,2811834074.952618,2633682.2809325987,0,478455170.56667084,406071115.5985008,104586494.91848595,167096.17337277916,0,0,4562597.8495261585,561.4242484791816,0,0.005839677073438801,0.0022140349875446243,0.011546186112754835,0.02237739112746798,-0.12220392642842218,185714959.4123588,47475708.490313806,-6829377.663139453,20904845.829201624,32374476.28653793,-965462789.637536,-497801178.24029577
14,2034,0.04696044451987401,0,159,841,0,0,0,1000,0,252917665302.13074,245218818095.7723,7698847206.362058,11669754195.006453,250171442.15915352,0,10846557250.211115,6290867667.402471,2944521147.018144,2633682.2809325987,0,589064963.1353531,506272059.5245638,106286114.82703207,167096.17337277916,0,0,7489821.288187944,561.4242484791816,0,0.005836803216078749,0.0022140349875446243,0.010639103243094673,0.021205645290058785,-0.11741224193537551,232322863.1060234,59390436.609721184,-11862290.364801232,23068196.04346617,34466062.64314883,-1181307470.2001178,-609228387.5817839
15,2035,0.04644513338839637,0,146,854,0,0,0,1000,0,264298960240.7286,254609801572.14816,9689158668.58221,12012137626.086657,312479294.6033128,0,13377205978.013191,7879699528.632409,3079751882.9124393,1.5232954602495141e-145,0,715598541.4973785,621567137.3107834,107883108.62763977,1.4543104951502075e-149,0,0,11764602.675572094,561.4242484791816,0,0.005833759709965965,0.0022140349875446243,0.009848803454931162,0.020197202292498214,-0.11280844207870633,287446393.75377434,73482078.33998537,-17940242.48074051,29918960.52654139,35884213.1708718,-1417822011.467057,-731073994.1127288
