,Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,End-of-life - repaired,End-of-life - sold,End-of-life - recycled,End-of-life - landfilled,End-of-life - stored,eol - new repaired weight,eol - new sold weight,eol - new recycled weight,eol - new landfilled weight,eol - new stored weight,eol - used repaired weight,eol - used sold weight,eol - used recycled weight,eol - used landfilled weight,eol - used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
0,2020,0.062360781310163156,5,10,100,442,443,999,1,0,40921000000.0,40921000000.0,0.0,2602673722.358042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0061359364395287596,0.0021385525774846054,0.11989445608351572,0.22864306047109012,-0.19226062136418126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021,0.06106501304191908,0,45,781,41,133,21,979,0,47713886000.0,47713886000.0,0.0,2926097720.7503233,0.0,0,2155751.920406501,78794726.61965159,102935319.80577002,17764349.875296056,0,161929.35096006203,6045500.361027828,5601875.783239138,1353610.1831694155,0,0,0.0,0.0,0,0.005902409011223105,0.0021385525774846054,0.03512214055915315,0.22864306047109012,-0.1919739240846687,3630242.088332271,914438.8387455862,146569.62465523576,8853635.956547637,1811688.7782250359,-159278.08251993245,-75534.61865869508
2,2022,0.05972962709646766,0,210,790,0,0,0,1000,0,55634391075.99874,55633027975.68474,1363100.3152179373,3298899208.6963573,0.0,0,102363221.74218984,132102839.2797686,216971550.39201182,16941196.50015569,0,6741700.990035988,10899663.095855268,11341883.387476442,1290853.3935101088,0,0,0.6339096230790672,0.0,0,0.005894369592715038,0.0021385525774846054,0.04104986467242079,0.05390723107564285,-0.1844465188531796,6035228.615792773,1520242.2628307494,530560.7169815375,9591973.823550457,3357557.6160942786,-13990714.761968214,-7252492.871199152
3,2023,0.05836688665777374,0,229,770,0,1,0,1000,0,64869699994.6152,64804474055.42377,65225939.19218043,3720666217.422249,72597.60518349905,0,250516817.742001,206555763.85533047,349041060.68886006,14874966.389078109,0,16311096.877111003,17518541.452319227,17642560.517011452,1131596.7145785312,0,0,29.038714155039937,0.4105937328352425,0,0.00588608437170113,0.0021385525774846054,0.03607454211464561,0.044374245465980025,-0.1772142674025448,9320705.77293082,2347836.6334526455,915329.9135091803,12412453.092628501,5155500.253705562,-31847534.241879966,-16489953.362994822
4,2024,0.05698711329906456,0,265,735,0,0,0,1000,0,75638070193.72394,75455683984.27473,182386209.4474398,4194693631.975426,3373356.9549821387,0,462501865.1569055,311961230.29389906,502419277.65108395,9768255.202046357,0,29756069.50268634,26682615.61023819,24598453.348246325,746085.0922900395,0,0,107.81699900003953,0.7013096878046338,0,0.005877629433443277,0.0021385525774846054,0.031148457356036958,0.03972757757178119,-0.1702655965874808,13865942.941655535,3492757.9079182073,1275158.6978690748,14853249.68983263,7256150.756724466,-57927092.9994408,-29973752.812256828
5,2025,0.055598969189164155,0,252,744,0,4,0,1000,0,88193989845.88063,87834485225.73419,359504620.1458165,4728932832.666469,9249835.735517098,0,752319765.2530973,459222869.0393184,680675064.2706239,5983813.266192105,0,47695401.60304006,39327333.08473444,32303250.322630633,450101.53104916256,0,0,1594.5372435079057,7.554330395374374,0,0.0058690688167429405,0.0021385525774846054,0.027340536876987988,0.03543758077322786,-0.16358938705222148,20065964.134750772,5054510.551973036,1584109.467716262,17430095.005418327,9649618.336938437,-93158746.99554473,-48234443.16320575
6,2026,0.054209698950969866,0,255,743,0,2,0,1000,0,102834192160.29462,102226308726.67973,607883433.616407,5331473775.702517,17871114.33346505,0,1142902772.228846,659911395.112355,887918726.6016902,3953227.1514764894,0,71349051.14333597,56385908.20305929,40860293.78445146,290777.28727227385,0,0,11448.722534289822,24.950118475668912,0,0.005860456264851933,0.0021385525774846054,0.024090765344071268,0.0322759011648828,-0.1571749554371761,28309550.07607513,7131026.379805099,1820039.8146431108,19651191.39056163,12333619.885180421,-140237306.22533044,-72600912.59133467
7,2027,0.05282533692132992,0,232,766,0,2,0,1000,0,119904668058.90309,118958489449.6485,946178609.2570653,6011295381.182396,29603698.722765718,0,1658332487.6554997,930922735.2592856,1128863367.3337395,3299498.3215914248,0,101793138.63089262,79285272.55922256,50382896.55513336,233791.0648566854,0,0,47788.29683740528,24.950118475668912,0,0.00585183672605065,0.0021385525774846054,0.021234317672726988,0.029550962798283776,-0.15101203728327586,39163588.28391248,9865101.367910018,1943329.02770819,21100143.595295068,15296197.659401855,-202651638.13895574,-104969715.67268097
8,2028,0.0514508847429268,0,237,763,0,0,0,1000,0,139808842956.6815,138412366191.8483,1396476764.8354964,6778308603.747816,45111352.933689184,0,2328456408.229704,1291683491.1443455,1409001722.227964,629633.6439328518,0,140482971.49270684,109506321.36342366,60999267.710076846,44546.75618819712,0,0,146342.72062142918,79.8448462419547,0,0.005843247639563795,0.0021385525774846054,0.018856281223836736,0.02700974915162162,-0.14509077060664835,53243127.78717956,13411663.123342382,1913110.088428703,22566495.320965804,18504522.952623516,-281617541.67409927,-145881919.26048425
9,2029,0.05009046351667033,0,215,784,0,1,0,1000,0,163017110887.49374,161031339130.11942,1985771757.3739786,7643730002.555263,65143229.60512704,0,3181817774.4537935,1758376630.4861093,1734716606.4879253,1581420.681436121,0,188519883.16727397,148402437.17936066,72853932.69459501,107431.83605339748,0,0,368242.4385530302,79.8448462419547,0,0.005834720037405058,0.0021385525774846054,0.01699905060041678,0.025013927726424256,-0.13940168011734005,70983027.09998742,17880250.212673385,1714699.5215459603,23597158.795318846,21879693.2101215,-379276038.72772944,-196484293.32269478
