,Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,End-of-life - repaired,End-of-life - sold,End-of-life - recycled,End-of-life - landfilled,End-of-life - stored,eol - new repaired weight,eol - new sold weight,eol - new recycled weight,eol - new landfilled weight,eol - new stored weight,eol - used repaired weight,eol - used sold weight,eol - used recycled weight,eol - used landfilled weight,eol - used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
0,2020,0.062360781310163156,5,10,100,442,443,999,1,0,40921000000.0,40921000000.0,0.0,2602673722.358042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.006288036439528776,0.0021142693963671806,0.1173229475477427,0.2493578244974043,-0.17776212932392627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021,0.06106501304191908,0,64,849,43,44,14,986,0,47713886000.0,47713886000.0,0.0,2926097720.7503233,0.0,0,1319257.0668329338,81049593.65017618,104591662.27296415,7217676.840055433,0,102180.14995280633,6237230.003010012,5733757.265480361,549705.7678654251,0,0,0.0,0.0,0,0.006054509011223109,0.0021142693963671806,0.033836067363589045,0.2493578244974043,-0.1774970520630919,3734128.649641338,1015056.3753251586,185047.35481633534,8959524.245472614,1704823.5289574426,-31727.992225000675,-3653.151814596379
2,2022,0.05972962709646766,0,136,864,0,0,0,1000,0,55634391075.99874,55633556900.27229,834175.7276858378,3298899208.6963573,0.0,0,81327108.16772838,137247022.73100924,224819863.73229247,7057050.120818882,0,5211043.103710194,11372211.329420703,11878663.611853018,535289.3783309179,0,0,0.3877857051286578,0.0,0,0.006046469592715036,0.0021142693963671806,0.03911784941853505,0.05802609064484293,-0.17053729310288884,6269466.20096375,1704242.738874331,588192.9849111892,11690483.671595559,3196117.3292921754,-9930114.840141378,-4816092.725367273
3,2023,0.05836688665777374,0,211,787,0,2,0,1000,0,64869699994.6152,64817969769.43295,51730225.18312639,3720694387.512112,44427.515316443976,0,207966624.37211356,210008286.5088299,363961259.61731523,7064168.699912948,0,13335675.163372071,17863142.740410265,18626902.861194413,531449.5433680076,0,0,23.25606235531987,0.10987269944616129,0,0.006038184371701135,0.0021142693963671806,0.03524427820663959,0.05136697224465849,-0.1638504301948799,9480293.330043275,2577048.9148887014,1026365.5156727788,15284446.090115478,4870344.89778094,-23552104.186712086,-11505784.777192112
4,2024,0.05698711329906456,0,236,764,0,0,0,1000,0,75638070193.72394,75487550978.51465,150519215.20763305,4195391992.3069463,2674996.6234564423,0,401422635.06431144,310627613.62586546,519345780.4614052,4675374.29032872,0,25559631.90633743,26669194.30891895,25701895.229767326,350459.7136091118,0,0,83.52537688710126,0.10987269944616129,0,0.006029729433443274,0.0021142693963671806,0.03116580998200466,0.04532538152014685,-0.15742576293180555,13819145.20326146,3756488.5295159677,1470801.2009362513,17942746.469352636,6777228.0455031535,-44804231.01158792,-21959062.43309467
5,2025,0.055598969189164155,0,243,756,0,1,0,1000,0,88193989845.88063,87884823250.35652,309166595.5236222,4730552652.450185,7630015.951806227,0,671483815.1126738,448533199.92196083,697867214.9455299,5732331.5705709215,0,42277324.30792545,38575549.357344575,33418585.772566814,411491.91804705205,0,0,1250.997944367748,2.1252805719429317,0,0.006021168816742943,0.0021142693963671806,0.02729469102232935,0.04014552284897964,-0.15125301047537607,19625257.13415033,5334776.661572233,1906261.7815297858,20443496.22148161,8929948.372592613,-73805448.68641382,-36221854.34827022
6,2026,0.054209698950969866,0,249,751,0,0,0,1000,0,102834192160.29462,102295930729.1422,538261431.1540431,5333992677.057084,15352212.978900962,0,1042090629.7372503,638718661.7857143,905387947.0136371,3754221.0589809893,0,64741943.500113785,54823193.56718717,41987335.132898726,263621.8409491919,0,0,9160.531892933897,2.1252805719429317,0,0.006012556264851935,0.0021142693963671806,0.023928171776486797,0.03594761783216796,-0.145322295104737,27437413.764837485,7458372.32123955,2300383.367557532,22232589.572116967,11334043.821331458,-114023857.21505956,-55929164.917540796
7,2027,0.05282533692132992,0,242,757,0,1,0,1000,0,119904668058.90309,119047833120.35321,856834938.5521835,6014725193.150519,26173886.7546521,0,1534415510.0079486,894601265.6933489,1146616253.2698119,4139352.8465130534,0,93924536.5505258,76518217.90777758,51521200.35661618,280617.63440397894,0,0,38908.26182929177,2.1252805719429317,0,0.006003936726050648,0.0021142693963671806,0.02121046752012455,0.032605949996029324,-0.13962412641000868,37685544.18634904,10244144.075653568,2635407.6375960726,23474932.03449426,13944368.046647552,-166775085.96985513,-81765205.53672768
8,2028,0.0514508847429268,0,220,780,0,0,0,1000,0,139808842956.6815,138523570722.71365,1285272233.9699686,6782642468.843469,40777487.8380417,0,2178927513.384599,1235976802.6108203,1427067934.8758435,2077558.9992675208,0,131186692.61564551,105325904.28827055,62149455.72276079,139249.30838112804,0,0,121288.8072446768,2.1252805719429317,0,0.005995347639563787,0.0021142693963671806,0.01885092395575489,0.029944014764957012,-0.1341493861056053,51008529.79127416,13865760.454067174,2876482.213056316,24845813.190803166,16716798.929014212,-233214998.5121062,-114268805.00403436
9,2029,0.05009046351667033,0,219,781,0,0,0,1000,0,163017110887.49374,161166776331.6721,1850334555.8214228,7649036365.648614,59836866.511776105,0,3002693167.770374,1682588217.9765744,1753131328.2486432,913807.8541399994,0,177668781.57114363,142737559.37911782,74016680.82662894,61185.9897579464,0,0,310136.39492604876,2.1252805719429317,0,0.005986820037405055,0.0021142693963671806,0.016851917156481,0.02759553291130045,-0.12888931343903298,67985084.34640138,18480534.488136012,2999924.167436329,26369991.915693466,19593114.945150286,-315807378.278361,-154696615.49907923
10,2030,0.04874744414096422,0,214,786,0,0,0,1000,0,190077951294.8198,187498975116.35577,2578976178.4613266,8626567380.20416,84231201.58543025,0,4037254587.0842867,2257210548.161333,2132316424.225051,6.882821194707397e-11,0,234600652.132848,190459556.9337295,87289215.58862808,-1.870331846387875e-12,0,0,690554.15994586,2.1252805719429317,0,0.005978379488386295,0.0021142693963671806,0.015164257522178292,0.02566011872150097,-0.12383549117181651,89250037.78859024,24261033.39102186,2982577.968724752,27019766.87331751,22490584.014285266,-418823931.42451006,-205097354.21462613
11,2031,0.048347307021661644,0,202,798,0,0,0,1000,0,221630891209.75455,218129838921.5655,3501052288.191346,9729758927.798176,114757755.25056045,0,5316224446.162508,2981281979.8292117,2573402530.5704565,6.882821194707397e-11,0,303171175.7150653,250033044.18390435,102156188.1074811,-1.870331846387875e-12,0,0,1387508.0138527204,2.1252805719429317,0,0.005970046906789481,0.0021142693963671806,0.01376692606851708,0.023974795850663786,-0.11897983211012207,115327189.2658676,31349642.633200172,2819973.2608876857,27360631.748660915,25321790.19819273,-542353345.4411957,-265599962.25223362
12,2032,0.047914186611052303,0,185,815,0,0,0,1000,0,231604281314.20035,226955487365.69064,4648793948.504867,10975116915.28265,152246572.2693474,0,6868109588.483536,3883592581.752645,2700492349.368229,2.2930914158476018e-26,0,384997222.3728726,322400921.4886571,104046737.95035799,3.5829553372618778e-28,0,0,2574086.1370891817,2.1252805719429317,0,0.00596756431029322,0.0021142693963671806,0.012540681582555183,0.022454936789464374,-0.11431456616352173,147556813.01869574,40110691.8990795,209071.94414578853,28621013.04141627,27839418.39708429,-687113058.631011,-336252688.5466214
13,2033,0.04745098729248948,0,172,828,0,0,0,1000,0,242026473973.32977,235974396591.79367,6052077381.540729,11323336149.289162,197531145.33182356,0,8723333463.472685,4989410204.731151,2830365134.15493,2.2930914158476018e-26,0,481185108.3166705,408544789.5605021,105841004.81405823,3.5829553372618778e-28,0,0,4478488.578705221,2.1252805719429317,0,0.005964877073438788,0.0021142693963671806,0.011517283065039519,0.021203593716367007,-0.10983222791119118,186701652.23579687,50751519.34143699,-3103875.4200306153,32309321.653308734,29879252.42566051,-851842733.7508394,-416734994.43844515
14,2034,0.04696044451987401,0,158,842,0,0,0,1000,0,252917665302.13074,245176540478.3799,7741124823.7547,11668663767.482182,251261869.68344015,0,10907292361.047546,6328246522.501527,2962876508.260547,-2.1732240648274605e-41,0,592364451.1518506,509444127.73383176,107534766.2172317,-3.395662601292907e-43,0,0,7388912.331110284,2.1252805719429317,0,0.0059620032160787526,0.0021142693963671806,0.010632465600070005,0.020118454799736202,-0.10552564465564356,233636955.0845969,63510045.58799993,-7210474.542470218,37620485.27315838,31268652.258956067,-1040623864.1207993,-509123947.93399197
