,Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,End-of-life - repaired,End-of-life - sold,End-of-life - recycled,End-of-life - landfilled,End-of-life - stored,eol - new repaired weight,eol - new sold weight,eol - new recycled weight,eol - new landfilled weight,eol - new stored weight,eol - used repaired weight,eol - used sold weight,eol - used recycled weight,eol - used landfilled weight,eol - used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
0,2020,0.062360781310163156,5,10,100,442,443,999,1,0,40921000000.0,40921000000.0,0.0,2602673722.358042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.006136036439528769,0.002234594226422741,0.1188276726300529,0.24012762647156763,-0.1556450818028282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021,0.06106501304191908,0,50,886,43,21,5,995,0,47713886000.0,47713886000.0,0.0,2926097720.7503233,0.0,0,2932093.568216432,86213495.37141013,102459503.13139896,4565585.965051978,0,221649.62229932286,6625183.076857532,5569552.0670725815,346978.71610499825,0,0,0.0,0.0,0,0.005902509011223116,0.002234594226422741,0.03358283393332106,0.24012762647156763,-0.15541298528089997,3972040.679705533,1047489.0413091144,131857.18254732515,9610644.544430146,1803364.602303063,-38619.95343008796,-11493.588405841429
2,2022,0.05972962709646766,0,52,948,0,0,0,1000,0,55634391075.99874,55632537097.10938,1853978.8906420788,3298899208.6963573,0.0,0,82365115.77078834,147810762.04815796,220386688.43695128,4570764.048722759,0,5176909.141766379,12249334.410355758,11549889.561069423,347376.03816367534,0,0,0.853488116979724,0.0,0,0.005894469592715036,0.002234594226422741,0.03825691790683481,0.0540219644903449,-0.1493191549650242,6750990.995025978,1780341.5562678685,489701.9317089675,13467859.781547334,3400087.1255913996,-8415253.037132936,-4073506.819573692
3,2023,0.05836688665777374,0,181,819,0,0,0,1000,0,64869699994.6152,64816938455.51911,52761539.096849725,3720640073.6317973,98741.39563958319,0,209094245.3390903,224427647.41195425,359215567.2423354,4485302.617481401,0,13223002.415311715,19070975.437679734,18292444.30183357,338054.3297036069,0,0,23.40981602169599,0.1587692639815525,0,0.005886184371701141,0.002234594226422741,0.035037846049347954,0.04991577229464257,-0.14346426715354443,10131959.951569065,2671955.770865425,885955.1425478023,17742233.909240317,5163473.643810231,-18733238.464912314,-9143577.322784957
4,2024,0.05698711329906456,0,221,778,1,0,0,1000,0,75638070193.72394,75486458769.21053,151611424.51175562,4195337083.491941,2729905.43846908,0,403754126.6154103,327817829.3677642,514025163.98054945,3165142.2707073023,0,25471311.486945335,28109820.586762358,25335335.68766971,237043.15053216505,0,0,103.46689840950009,0.29890797240597416,0,0.005877729433443271,0.002234594226422741,0.03129525545109409,0.04354437904074242,-0.13783895277685304,14590295.119419545,3847688.248799821,1285985.5350144876,21351148.07625113,7157761.035571407,-36558010.431177996,-17871736.307780817
5,2025,0.055598969189164155,0,229,770,0,1,0,1000,0,88193989845.88063,87882947437.21759,311042408.6625085,4730494689.268115,7687979.13387292,0,677143871.5263541,468853406.91833204,692535383.1408553,3206749.9170640097,0,42355030.602104664,40276164.10143249,33051520.493529633,236704.23675838913,0,0,1375.880106578898,0.29890797240597416,0,0.005869168816742949,0.002234594226422741,0.02750277942096451,0.03833920841330181,-0.13243421013181617,20528186.19032925,5413602.680906359,1665082.374104092,24839310.636282533,9414444.970881153,-61367613.71951779,-30016987.826723445
6,2026,0.054209698950969866,0,249,751,0,0,0,1000,0,102834192160.29462,102291662121.66693,542530038.6293613,5333896571.781582,15448318.254402665,0,1053112597.5001975,661688706.3679808,900021882.5863904,-386372.9546474272,0,65136300.3684911,56730671.603089884,41618733.22730971,-13751.70880505094,0,0,9509.961833793743,5.367878434696501,0,0.005860556264851942,0.002234594226422741,0.02429778151726353,0.034359969747359186,-0.1272413904771286,28449188.92346842,7502494.570039258,1990845.7550955284,27838207.42017495,11926134.820374357,-95862454.83682905,-46903933.17688339
7,2027,0.05282533692132992,0,232,768,0,0,0,1000,0,119904668058.90309,119039294332.26993,865373726.63554,6014516060.27379,26383019.63136562,0,1549397255.8374493,920832391.3372194,1141188843.3465042,33148.15983008938,0,94499058.14456414,78693993.17710532,51149952.001551226,6007.228211632318,0,0,39587.49344114913,5.367878434696501,0,0.005851936726050645,0.002234594226422741,0.021463298460391037,0.031256302317586686,-0.1222521841934821,38827926.05103992,10239529.32884873,2237452.863441339,31276945.166182593,14684478.763414687,-140026913.26814157,-68513856.98791516
8,2028,0.0514508847429268,0,238,762,0,0,0,1000,0,139808842956.6815,138510958022.96954,1297884933.71422,6782237588.320732,41182368.36076365,0,2197564739.5769024,1264531371.7267995,1421582029.3237927,-60483.09368640368,0,132005704.96044834,107606002.0461768,61775842.81864442,-3446.7569125849577,0,0,122289.01276951708,5.367878434696501,0,0.005843347639563793,0.002234594226422741,0.019113332351507997,0.02869641913649254,-0.1174586074864022,52241589.51827556,13776921.470255345,2372477.742822358,34310323.628576204,17636161.48369375,-197358368.64985988,-96597294.53254262
9,2029,0.05009046351667033,0,225,775,0,0,0,1000,0,163017110887.49374,161150354296.2908,1866756591.202363,7648450253.879543,60422978.280840814,0,3025321787.203496,1714411042.9598975,1747590764.39389,-60483.09368640366,0,178719014.25755253,145202825.388244,73641008.65623622,-3446.756912584965,0,0,311305.07750787283,5.367878434696501,0,0.00583482003740506,0.002234594226422741,0.017092480932074782,0.026448831641116003,-0.11285298961047324,69342376.7332121,18286665.616866916,2359940.044482633,37295482.237101175,20727913.361823965,-269573868.3207196,-131907812.68549074
