,Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,End-of-life - repaired,End-of-life - sold,End-of-life - recycled,End-of-life - landfilled,End-of-life - stored,eol - new repaired weight,eol - new sold weight,eol - new recycled weight,eol - new landfilled weight,eol - new stored weight,eol - used repaired weight,eol - used sold weight,eol - used recycled weight,eol - used landfilled weight,eol - used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
0,2020,0.062360781310163156,5,10,100,442,443,999,1,0,40921000000.0,40921000000.0,0.0,2602673722.358042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.006130436439528771,0.002228158917843706,0.1168910412641087,0.30637058636151654,-0.21312727091272354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021,0.06106501304191908,0,49,945,2,4,15,985,0,47713886000.0,47713886000.0,0.0,2926097720.7503233,0.0,0,846467.6280684408,91928018.85473236,99441843.39716923,5074569.52189712,0,63856.59342407594,7066946.062866798,5334185.148399494,382125.335650497,0,0,0.0,0.0,0,0.00589690901122312,0.002228158917843706,0.032221219366249595,0.30637058636151654,-0.2128094574763211,4235321.0355605325,1142758.8049098821,126148.14094572928,10028871.752993768,1769592.358035135,-35191.231941294005,-8768.934414020387
2,2022,0.05972962709646766,0,60,940,0,0,0,1000,0,55634391075.99874,55633855848.27295,535227.7270544221,3298899208.6963573,0.0,0,85787478.5912521,153816091.04139063,213489909.9647825,4824320.4003362665,0,5375175.657122094,12714416.972895043,11074804.61226682,362992.97099785163,0,0,0.24658491041000694,0.0,0,0.00588886959271503,0.002228158917843706,0.037677145369264586,0.06937001166812545,-0.20446507929498475,7027390.992499237,1896104.8914111597,498130.5180597524,13272161.37093621,3309435.3013753137,-12415221.321812505,-6089228.30067151
3,2023,0.05836688665777374,0,206,794,0,0,0,1000,0,64869699994.6152,64815259378.618965,54440615.99706022,3720710309.2375193,28505.78991007432,0,221465873.26003352,231598543.42846856,345702701.24560326,3559545.2485386212,0,14022143.95050958,19616092.31442894,17382650.803701043,269025.1646597464,0,0,24.305824124126165,0.0,0,0.005880584371701135,0.002228158917843706,0.03461523913205905,0.06293740337922865,-0.19644788886206369,10459794.380287746,2822223.3982408824,907460.8428006353,15995465.185724894,5004153.292708415,-30606459.49853071,-15065143.744834896
4,2024,0.05698711329906456,0,250,750,0,0,0,1000,0,75638070193.72394,75478018743.37901,160051450.34324515,4195252375.9541354,2814612.9762746417,0,419363678.9569891,336250817.5873268,499247110.1400246,2214017.153518473,0,26499619.588921938,28725884.030487914,24346403.495338693,167372.6990183733,0,0,80.85246580681579,0.0,0,0.005872129433443268,0.002228158917843706,0.03067454734682825,0.05462334588168504,-0.18874505696244012,14972552.801366791,4039839.342066679,1325912.2490514535,17468792.9739818,6921747.101452755,-57655639.30271856,-28445111.292987496
5,2025,0.055598969189164155,0,255,745,0,0,0,1000,0,88193989845.88063,87869974086.97162,324015758.90855384,4730070868.7115,8111799.69048923,0,696503309.8741301,479582407.66966856,677692050.3896178,715528.7137880978,0,43643439.59189469,41046846.803793654,32059679.577715114,54348.92562723876,0,0,1264.5748973993109,0.0,0,0.0058635688167429575,0.002228158917843706,0.02696770845517573,0.048494732107110465,-0.18134425742171614,21007110.773975246,5668061.665483726,1727371.4404501116,18379984.18528804,9080309.176133381,-94401562.01959822,-46610699.43532743
6,2026,0.054209698950969866,0,249,751,0,0,0,1000,0,102834192160.29462,102274650818.69635,559541341.5999473,5333252090.636393,16092799.399597308,0,1072923541.6982862,674677151.1729574,885120305.7985455,390489.2129079199,0,66428519.19387566,57670191.681677796,40624487.69230656,29288.845692209266,0,0,9456.000421949719,0.0,0,0.005854956264851928,0.002228158917843706,0.023701020043516197,0.04381584724257096,-0.17423364738170516,29020923.60244098,7830319.282731142,2086941.3556664179,18032878.236247543,11476694.162563303,-144602717.68116218,-71427626.99277706
7,2027,0.05282533692132992,0,238,762,0,0,0,1000,0,119904668058.90309,119020512803.3421,884155255.5632741,6013680839.74774,27218240.157422487,0,1574259365.1334915,937308842.7191628,1126261776.7660499,0.0,0,96092631.4213607,79898882.73250678,50154904.39948536,0.0,0,0,40417.0618396416,0.0,0,0.005846336726050642,0.002228158917843706,0.021025244298711533,0.03989739416806605,-0.1674018483493322,39539355.83146132,10668364.130486121,2376233.614748042,16707674.936355246,14073279.919621218,-210310304.66939265,-104017104.00806272
8,2028,0.0514508847429268,0,229,771,0,0,0,1000,0,139808842956.6815,138488331715.25485,1320511241.4288855,6781321219.572683,42098737.10883316,0,2227885236.5633116,1285188446.9919555,1406599599.4498873,0.0,0,133875568.4979812,109159773.88159327,60778760.69652788,0.0,0,0,126058.32560721185,0.0,0,0.005837747639563795,0.002228158917843706,0.018683472330986085,0.03658364195376005,-0.16083792798861712,53116178.00748607,14331612.548747916,2568127.4534053653,14346609.348649219,16831874.445733923,-294391119.2125382,-145783867.59764454
9,2029,0.05009046351667033,0,213,787,0,0,0,1000,0,163017110887.49374,161122862917.49683,1894247969.9962332,7647362847.045862,61510385.11453121,0,3063620537.7771096,1739022893.9185607,1732538279.1672497,0.0,0,180995104.3820822,147107152.7638549,72641407.2550064,0.0,0,0,321790.89826795156,0.0,0,0.005829220037405049,0.002228158917843706,0.016778172776517452,0.0338523820277167,-0.15453138262660515,70367293.81458166,18986245.413070947,2634170.091989051,11124153.502311066,19679552.936288115,-398397386.3077405,-197276954.55638042
