,Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,End-of-life - repaired,End-of-life - sold,End-of-life - recycled,End-of-life - landfilled,End-of-life - stored,eol - new repaired weight,eol - new sold weight,eol - new recycled weight,eol - new landfilled weight,eol - new stored weight,eol - used repaired weight,eol - used sold weight,eol - used recycled weight,eol - used landfilled weight,eol - used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
0,2020,0.062360781310163156,5,10,100,442,443,999,1,0,40921000000.0,40921000000.0,0.0,2602673722.358042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.006166136439528759,0.002241437382906548,0.12019862268599907,0.27256525886947314,-0.19924489794908587,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021,0.06106501304191908,0,52,908,17,23,17,983,0,47713886000.0,47713886000.0,0.0,2926097720.7503233,0.0,0,1242756.1624827064,89511854.31660296,101432233.42905205,5549516.075179935,0,93370.30995969169,6869766.096794741,5486701.689354674,423239.22569118295,0,0,0.0,0.0,0,0.0059326090112231155,0.002241437382906548,0.033302159519179836,0.27256525886947314,-0.19894778578023173,4124003.152055551,1166837.337130445,221350.33619347782,10029952.987570772,1789983.471702257,-98213.79944808155,-28031.69415115438
2,2022,0.05972962709646766,0,115,885,0,0,0,1000,0,55634391075.99874,55633605271.63591,785804.3640307018,3298899208.6963573,0.0,0,83360165.83921647,147883447.27513513,221833663.6295004,5734807.363884326,0,5319683.6701493375,12187601.380681401,11635227.032243067,435131.8698309597,0,0,0.36452997379280516,0.0,0,0.005924569592715037,0.002241437382906548,0.03942593047920718,0.06278457389872004,-0.1911469315203854,6757427.740668067,1911933.3084996433,663327.7108916249,12630035.87701775,3329769.877513374,-11849091.648173235,-5805509.25732198
3,2023,0.05836688665777374,0,189,811,0,0,0,1000,0,64869699994.6152,64816702043.694595,52997950.92140683,3720696963.731286,41851.29614781912,0,214632035.64256158,223556416.36327258,360709264.99483603,4689409.9278384615,0,13722135.329892008,18921730.858541895,18359029.945007388,352916.7608662235,0,0,23.81850618593643,0.02581864534327573,0,0.0059162843717011256,0.002241437382906548,0.0356994432070956,0.05564931759646342,-0.1836519531311586,10096743.325236725,2856752.689298168,1150198.9807725942,15910802.471976273,5047388.990461611,-28499626.831523404,-14054466.843253713
4,2024,0.05698711329906456,0,223,777,0,0,0,1000,0,75638070193.72394,75482870271.51869,155199922.2035506,4195326545.8717785,2740443.0586334253,0,411571130.35475546,326703666.3979874,515118502.6798528,5039391.20711866,0,26122818.593835335,27932566.48435945,25379270.560659546,369510.93924938154,0,0,84.3901817140435,0.02581864534327573,0,0.005907829433443269,0.002241437382906548,0.031646300556936555,0.04940888541174225,-0.1764508570481146,14544602.914974073,4115221.329660968,1665804.222358924,18630948.861967478,6989456.134271842,-52277046.182566926,-25855661.219816227
5,2025,0.055598969189164155,0,251,749,0,0,0,1000,0,88193989845.88063,87876685235.80566,317304610.0745523,4730316019.042706,7866649.359283361,0,689461543.1434945,468654563.28657323,693590333.4494236,3668371.287319798,0,43325602.23328184,40138553.24132122,33093715.911172226,267390.02035787416,0,0,1271.4477014484232,0.02581864534327573,0,0.005899268816742955,0.002241437382906548,0.027683259581494105,0.043777663734322445,-0.16953211998120485,20521030.83324275,5806180.085167442,2194514.713022403,20602191.93813603,9183120.650226742,-86172936.65194952,-42748238.15642701
6,2026,0.054209698950969866,0,236,764,0,0,0,1000,0,102834192160.29462,102281571018.73904,552621141.5572503,5333587758.424411,15757131.61157312,0,1065694293.0235236,662428230.2544233,901021729.280125,3474447.287646452,0,66089877.058044136,56663471.753957,41658532.47740463,245620.62375097978,0,0,9349.796660717806,0.02581864534327573,0,0.005890656264851927,0.002241437382906548,0.02441441501762707,0.03911623963668851,-0.16288467047504612,28480578.437043905,8058238.822356611,2720932.0370331206,21784420.45421204,11604003.774598233,-131975052.67337088,-65474748.8708947
7,2027,0.05282533692132992,0,244,756,0,0,0,1000,0,119904668058.90309,119027628416.24881,877039642.6565559,6014026382.415646,26872697.489518553,0,1566605285.41888,923336531.6873428,1142166165.4786901,2602912.148379406,0,95765264.7488255,78718034.51493388,51188945.338312976,177005.3998078046,0,0,39787.546658006235,0.02581864534327573,0,0.005882036726050644,0.002241437382906548,0.021612039644402618,0.03557468702730534,-0.1564978711922306,38929988.67559523,11014774.394172914,3229023.608461843,21348450.999640826,14223362.195562476,-193560839.90034923,-95947558.71770154
8,2028,0.0514508847429268,0,229,771,0,0,0,1000,0,139808842956.6815,138495787803.18762,1313055153.4959233,6781675720.083721,41744236.59777369,0,2219267785.555793,1270511875.787505,1422509066.960077,-3.68921794521978e-10,0,133488554.5049576,107903844.45403063,61812885.24910231,7.263147829651391e-11,0,0,124098.9265478052,0.02581864534327573,0,0.005873447639563799,0.002241437382906548,0.019263275488536794,0.032562296385517706,-0.15036150189131575,52479325.437091395,14848397.076732617,3698100.7320945333,21285466.28634858,16986362.753506873,-270337646.8174402,-134053215.15921088
9,2029,0.05009046351667033,0,209,791,0,0,0,1000,0,163017110887.49374,161131053340.61545,1886057546.877724,7647732493.863107,61140738.297294706,0,3050278594.6870775,1722815157.356846,1748458525.7890668,-3.689217945219776e-10,0,180283793.21491143,145737519.22442824,73675845.28568132,7.263147829651398e-11,0,0,317327.0586107152,0.02581864534327573,0,0.00586492003740506,0.002241437382906548,0.01718980047708062,0.030123239261285167,-0.1444657430722582,69672238.71884584,19712926.130547162,4118346.591181909,21180065.56401562,19852743.495887272,-365016538.3266209,-181027347.32974356
