,Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,End-of-life - repaired,End-of-life - sold,End-of-life - recycled,End-of-life - landfilled,End-of-life - stored,eol - new repaired weight,eol - new sold weight,eol - new recycled weight,eol - new landfilled weight,eol - new stored weight,eol - used repaired weight,eol - used sold weight,eol - used recycled weight,eol - used landfilled weight,eol - used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
10,2030,0.04874744414096422,0,205,795,0,0,0,1000,0,190077951294.8198,187416932609.0613,2661018685.75579,8623494759.238245,87303822.55134961,0,4149678800.281232,2316802428.413269,2125039054.7820575,-3.310629372730811e-28,0,240878840.7267936,195119646.6796802,86870528.15923776,4.701093709277737e-27,0,0,739785.2700892629,4.003004950919389,0,0.005851379488386301,0.002203041015417989,0.01525457831350112,0.024626147818469828,-0.1259382582278517,91618973.24850285,26590610.672148567,4443287.491048165,24741208.458337393,21233666.481738206,-444788103.0352368,-215184030.87333754
11,2031,0.048347307021661644,0,189,811,0,0,0,1000,0,221630891209.75455,218028585922.6258,3602305287.131211,9726018083.077436,118498599.97131103,0,5449878759.831848,3055671036.148928,2565848741.6531544,-3.310629372730811e-28,0,310381503.0557128,255816996.13025743,101728012.80729595,4.701093709277737e-27,0,0,1479869.7666906172,4.003004950919389,0,0.005843046906789483,0.002203041015417989,0.013805182496448742,0.02291300650677903,-0.12100014849055808,118229039.27658162,34313660.610654324,4721415.328990313,26159156.71480891,23623688.077326458,-571764131.8674346,-276603405.51172626
12,2032,0.047914186611052303,0,180,820,0,0,0,1000,0,231604281314.20035,226833746867.20416,4770534446.991619,10970595030.256723,156768457.29526943,0,7023548894.947184,3975912324.7166996,2692643600.8312573,-4.598096731463198e-43,0,393194761.6474243,329357020.3325807,103608967.6272444,-3.0168807331614654e-42,0,0,2734250.5713773547,4.003004950919389,0,0.005840564310293222,0.002203041015417989,0.012607111942235632,0.021601977918343906,-0.11625566480559114,151099129.05401948,43853559.70622407,2657046.693301004,29412642.56408918,25570856.986162785,-718602063.6311704,-347554259.9594299
13,2033,0.04745098729248948,0,165,835,0,0,0,1000,0,242026473973.32977,235831348182.844,6195125790.491045,11318005922.367006,202861372.2539923,0,8900801959.194218,5103134122.701403,2822209613.4602504,-4.598096731463198e-43,0,490261379.630038,416850314.51460147,105393817.89947821,-3.0168807331614654e-42,0,0,4739118.417663533,4.003004950919389,0,0.005837877073438792,0.002203041015417989,0.011561225767999176,0.02039380272556897,-0.11169721498684437,191001654.6850301,55434485.42792729,9911.901268532947,32983940.23341367,26910082.768756717,-890931619.2737988,-431013869.28652245
14,2034,0.04696044451987401,0,153,847,0,0,0,1000,0,252917665302.13074,245011728091.0847,7905937211.050228,11662517675.82685,257407961.33875778,0,11109116703.330076,6465015303.8754015,2954407649.372458,1.4625106069412663e-58,0,602484404.9120002,518979073.09095037,107078541.13513547,9.871946596853551e-58,0,0,7791249.397791658,4.003004950919389,0,0.005835003216078755,0.002203041015417989,0.010680816546460534,0.019357138973054994,-0.10731750454208669,238744836.4571916,69291007.86798766,-3289500.4552644896,39712949.59424068,27449465.664001346,-1083719391.8040297,-524133350.0583941
15,2035,0.04644513338839637,0,137,863,0,0,0,1000,0,264298960240.7286,254367637981.43213,9931322259.298592,12003639194.689793,320977726.00016886,0,13675769181.399467,8088838036.913909,3089133328.165583,1.4625106069412663e-58,0,730363916.2383617,636339225.853303,108661039.0678035,9.871946596853551e-58,0,0,12249603.782273298,4.003004950919389,0,0.0058319597099659596,0.002203041015417989,0.009908864069441279,0.018422413065715352,-0.10310952500021836,295082353.5824274,85641867.640771,-7305862.6312228795,48714517.75624921,27011164.533229377,-1301091194.8851023,-629300372.1570487
16,2036,0.045907476797893386,0,125,875,0,0,0,1000,0,276192413451.56696,263893460271.71844,12298953179.845242,12341008571.407265,394012086.03022456,0,16627392861.355677,10002805027.9163,3226305756.3440266,5.078809068654848e-120,0,874642182.0111476,768860124.1377757,110140521.32509983,-4.063047254923872e-120,0,0,18533783.58114998,4.003004950919389,0,0.005828762531929367,0.002203041015417989,0.009226864856505236,0.01763785364741794,-0.09906654269622223,360757574.8663793,104702812.96736911,-12102833.09075914,61513713.166340396,25421080.84326192,-1540801047.4405007,-745339259.6988546
17,2037,0.04534975322749448,0,116,884,0,0,0,1000,0,288621072056.8847,273585226662.81702,15035845394.067177,12674353052.47683,476864429.536432,0,19991407694.45314,12236411659.34491,3365867790.18883,5.078809068654848e-120,0,1036122479.5100851,916137651.2941421,111517355.876478,-4.063047254923872e-120,0,0,27119637.18463894,4.003004950919389,0,0.005825426714522358,0.002203041015417989,0.008618474804021815,0.016897894164994855,-0.09518208799586306,436513568.7827181,126689504.90340789,-17743906.651420698,78973373.83320618,22493008.530208636,-1801893930.3144028,-871617758.5163879
18,2038,0.044774104139395074,0,98,902,0,0,0,1000,0,301609020299.4399,283439750190.01013,18169270109.433758,13003481102.678123,569808064.5486566,0,23790635851.316666,14828124029.675488,3507773537.2444706,-5.048157138373109e-150,0,1214531302.1482608,1078782848.4260108,112792522.65070182,-1.374721363574822e-150,0,0,38532635.995404325,4.003004950919389,0,0.0058219663942597364,0.002203041015417989,0.008061189045844257,0.01623317925993776,-0.09144994494289234,523347330.7220415,151891301.81357276,-24314096.633575134,99985533.89588003,18010782.230316896,-2088513018.5459886,-1010051111.5684805
19,2039,0.04418254102879403,0,89,911,0,0,0,1000,0,315181426212.91693,293457740825.85657,21723685387.062103,13328245756.229416,673072883.9290086,0,28060508248.384903,17810074608.899788,3652033221.1881156,-5.048157138373109e-150,0,1411444633.8316815,1255707160.1190317,113968930.51527749,-1.374721363574822e-150,0,0,53339756.647109576,4.003004950919389,0,0.005818394857553366,0.002203041015417989,0.00757726530291125,0.01566649317380241,-0.08786414131219238,621987596.3949271,180519704.95001417,-31875291.8370825,126546554.4056981,11770374.2685854,-2397035881.932633,-1159094849.335041
20,2040,0.04357695213626693,0,75,925,0,0,0,1000,0,329364590392.49786,303634102917.8078,25730487474.69244,13648640152.801542,786749845.651011,0,32830396175.13472,21227023775.430668,3798573464.3471746,-5.048157138373112e-150,0,1627048787.0269163,1447494176.4010282,115046933.89291848,-1.374721363574822e-150,0,0,72140442.19152302,4.003004950919389,0,0.00581472458445237,0.002203041015417989,0.007124631096191041,0.015073605923263754,-0.08441893905294179,733523860.5890626,212890918.8138481,-40520522.99070612,158862877.8167096,3523095.453962665,-2729610857.144693,-1319685018.2273657
21,2041,0.042959108838115594,0,64,936,0,0,0,1000,0,344185996960.16266,313966204730.4722,30219792229.6905,13964480790.370422,911107736.4704105,0,38141758328.26572,25115657752.46378,3947356369.60621,1.785711113158205e-180,0,1862721707.465749,1653791809.588905,116028184.0400163,0.0,0,0,95556858.22923864,4.003004950919389,0,0.005810967290289387,0.002203041015417989,0.006717537717129603,0.014592068401109189,-0.08110882510651009,858717079.1615812,249225795.9230438,-50314690.26375443,198937045.17453593,-6931157.914448406,-3083988958.2449765,-1490976095.6323395
22,2042,0.04233067172953547,0,51,949,0,0,0,1000,0,359674366823.3655,324445479184.74054,35228887638.62894,14275677716.656612,1046322997.2419442,0,44026162105.40921,29520366662.21828,4098258570.5440745,1.785711113158205e-180,0,2118845941.75965,1875262490.1266007,116912021.66363838,0.0,0,0,124223431.96890621,4.003004950919389,0,0.005807133965328497,0.002203041015417989,0.006343544894359317,0.014116182226385807,-0.07792850258438767,998514565.7144638,289799275.47721887,-61339020.13714722,245684863.32875142,-19832891.284349997,-3461751582.1663303,-1673409165.766516
23,2043,0.041693196414774494,0,39,961,0,0,0,1000,0,375859713330.4262,335068268796.90155,40791444533.51962,14581979130.90301,1192735138.1347408,0,50502875752.7862,34485905393.83975,4251227399.2106404,1.785711113158205e-180,0,2395675296.151101,2112274528.0615287,117700121.17302659,0.0,0,0,158775745.37178287,4.003004950919389,0,0.005803234912507346,0.002203041015417989,0.005998389580124806,0.013665531009355806,-0.07487288229203425,1153806328.8127885,334869665.0125716,-73669463.66355968,301550079.22315586,-35410822.59632466,-3779911899.4064903,-1824420520.2817352
24,2044,0.04104813901781897,0,22,978,0,0,0,1000,0,392773400430.2965,345841373504.8069,46932026925.48406,14883298835.517925,1350519304.2217236,0,57568496478.33503,40055689691.71835,4406360775.156789,5.162890670788225e-242,0,2691757345.4024954,2365905463.7723374,118398304.0192042,0.0,0,0,199839041.76303348,4.003004950919389,0,0.005799279783361548,0.002203041015417989,0.005686322400552481,0.013284428418856133,-0.07193707458508147,1325372024.2122664,384663244.32599723,-87371735.03957278,366326999.4611607,-53887609.32731473,-4117564073.889974,-1986633779.9941785
25,2045,0.04039686142653156,0,1,999,0,0,0,1000,0,410448203449.6473,356790688161.6174,53657515288.03594,15179850932.44319,1519551596.5880382,0,65182475222.12203,46274033511.35205,4564031585.865113,-7.461783768260145e-257,0,3004359874.7336984,2636935557.7589307,119019154.52746952,0.0,0,0,248017006.37968343,4.003004950919389,0,0.005795277612214959,0.002203041015417989,0.005388659049407844,0.012933405798679038,-0.06911638154485927,1513951789.2433884,439394823.76628226,-102506629.87757553,443307738.31215,-75436253.46147822,-4159487001.315684,-2005777938.1936362
26,2046,0.03974063628258418,0,0,1000,0,0,0,1000,0,428918372604.8779,367973572421.1977,60944800183.68999,15472345780.159826,1699213133.0478528,0,73425275827.72424,53018143097.754005,4725065813.842851,-7.461783768260145e-257,0,3337343148.5647435,2917531197.5160995,119585469.73055926,0.0,0,0,303881506.18945783,4.003004950919389,0,0.005791236848716132,0.002203041015417989,0.005178895004102384,0.01272971600385691,-0.06640628946072333,1715231096.9122403,497812196.4655508,-118702719.33647901,523275029.3591574,-99275902.97463828,-4159487001.315684,-2005777938.1936362
27,2047,0.039080651728970954,0,0,1000,0,0,0,1000,0,448219699372.1138,379383437337.6603,68836262034.44733,15762251163.182486,1888128896.622872,0,82251598240.48622,60239679617.28643,4889368577.914761,-7.461783768260145e-257,0,3688106817.28314,3204102278.3635125,120095113.60838136,0.0,0,0,367963754.6718912,4.003004950919389,0,0.005787165388797733,0.002203041015417989,0.005004817722457592,0.012473696856538955,-0.0638024616071552,1927258168.370635,559348896.8803649,-135794643.65645394,605549286.724041,-125038217.39578125,-4159487001.315684,-2005777938.1936362
28,2048,0.03841801592635455,0,0,1000,0,0,0,1000,0,468389585843.8578,391070745348.0911,77318840495.76155,16049298893.811575,2086661152.0168571,0,91582177347.55785,67873789795.79976,5057666540.255711,2.151478628721563e-303,0,4052751929.796219,3492248609.316692,120565799.50896223,0.0,0,0,440746636.2288488,4.003004950919389,0,0.005783070604131853,0.002203041015417989,0.004864477601844273,0.012260699651410998,-0.061300731304076275,2147676194.018088,623320907.2326074,-153577961.15749565,689584862.4484938,-152259202.67106462,-4159487001.315684,-2005777938.1936362
29,2049,0.03775376134899024,0,0,1000,0,0,0,1000,0,489467117206.8342,403129503561.64154,86337613645.1851,16334636668.70079,2293757607.5320415,0,101314047875.02502,75836229318.27275,5231313408.940181,2.151478628721563e-303,0,4426631086.713658,3776620198.492447,121027712.69141257,0.0,0,0,522658173.76767886,4.003004950919389,0,0.005778959370151069,0.002203041015417989,0.004757256973006623,0.012101690997307539,-0.05889709524927072,2373675947.670408,688912904.7009757,-171806235.41154432,774761410.3716,-180370999.8021915,-4159487001.315684,-2005777938.1936362
30,2050,0.037088848870486295,0,0,1000,0,0,0,1000,0,511493137481.1391,415685855951.8034,95807281529.32971,16620342124.303371,2507437378.3675847,0,111328105218.52773,84029548962.95706,5412125664.825338,9.562127238762496e-304,0,4804699417.795399,4051238932.9183326,121517856.98410702,0.0,0,0,614066572.381377,4.003004950919389,0,0.005774838092701874,0.002203041015417989,0.004681786362225861,0.011994932173771967,-0.056587707112247754,2602207942.8548207,755239835.6260325,-190210008.03706533,860461351.5897985,-208748776.9665485,-4159487001.315684,-2005777938.1936362
