,Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,End-of-life - repaired,End-of-life - sold,End-of-life - recycled,End-of-life - landfilled,End-of-life - stored,eol - new repaired weight,eol - new sold weight,eol - new recycled weight,eol - new landfilled weight,eol - new stored weight,eol - used repaired weight,eol - used sold weight,eol - used recycled weight,eol - used landfilled weight,eol - used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
0,2020,0.062360781310163156,5,10,100,442,443,999,1,0,40921000000.0,40921000000.0,0.0,2602673722.358042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.006148136439528765,0.002151911227790507,0.1215596933145372,0.22512013355386398,-0.19389454820012647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021,0.06106501304191908,0,55,758,72,115,17,983,0,47713886000.0,47713886000.0,0.0,2926097720.7503233,0.0,0,2248191.027383483,75822650.77838795,106831684.49313805,12580779.556866985,0,172759.92133556298,5811177.238107171,5902577.987928958,966230.7279889862,0,0,0.0,0.0,0,0.005914609011223119,0.002151911227790507,0.03636033288931269,0.22512013355386398,-0.19360541442386558,3493312.17853321,935655.2135607351,211807.79983451084,8598366.380059803,1752417.1857168567,-132901.79218591837,-54898.87403251255
2,2022,0.05972962709646766,0,273,727,0,0,0,1000,0,55634391075.99874,55632969527.36975,1421548.6302343626,3298899208.6963573,0.0,0,89832882.66128254,124727641.24679548,230850707.45109645,12704755.984421734,0,6005002.893014247,10255084.428142767,12291664.678097192,972053.8758393894,0,0,0.656146743407041,0.0,0,0.005906569592715028,0.002151911227790507,0.04315330382124587,0.054492758743368674,-0.18601403754115897,5699652.589644773,1526605.52176167,650150.8632912234,8683910.83937377,3225526.9769650158,-14089244.394950086,-7040587.4846155625
3,2023,0.05836688665777374,0,280,719,0,1,0,1000,0,64869699994.6152,64812375554.975815,57324439.64016866,3720663104.5129166,75710.5145195409,0,216610679.74674731,194995690.68875843,378345051.54733723,12182888.97407309,0,14260710.472607186,16481834.723551188,19581716.343936704,922514.4051832864,0,0,25.288945750858883,0.3544165840970869,0,0.005898284371701135,0.002151911227790507,0.03762053644061207,0.044768165944023684,-0.17872032280362926,8800458.536950616,2357131.1382999136,1100899.1847310115,10768901.143285533,4955027.973211404,-32934420.226039656,-16561051.1857881
4,2024,0.05698711329906456,0,249,747,0,4,0,1000,0,75638070193.72394,75480028335.69173,158041858.03058878,4195101930.033848,2965058.896562395,0,401855671.64811283,295263627.86807364,546937233.9758307,11864297.368213888,0,25994051.064200576,25233627.15463328,27503129.66541227,876247.0466377155,0,0,97.36674429120144,0.7117899521228164,0,0.005889829433443273,0.002151911227790507,0.03231668811260519,0.04019195132686698,-0.17171259871162114,13124157.964478774,3515198.812897184,1548956.9021675466,12785172.64885711,6981676.759792654,-59308275.272691034,-29887197.299434405
5,2025,0.055598969189164155,0,243,756,0,1,0,1000,0,88193989845.88063,87881783397.99518,312206447.8849891,4730165864.825152,8016803.576837233,0,661709736.3216672,436465314.65798575,742137309.3565532,11089319.741765296,0,42059677.642700434,37396136.735306226,36260164.928162456,794963.7881686292,0,0,1418.63002390585,0.7117899521228164,0,0.005881268816742949,0.002151911227790507,0.028182168807577297,0.036115254245807756,-0.1649796514115264,19069042.57975674,5107487.735279541,1973443.3160762154,14428028.310118023,9297773.817011466,-95663108.43861565,-48226694.68979108
6,2026,0.054209698950969866,0,240,760,0,0,0,1000,0,102834192160.29462,102300993184.0752,533198976.2210945,5333824090.26907,15520799.766914532,0,1020563292.633627,632039329.2807001,970395642.1499622,3663616.574049121,0,63778590.853811815,54071133.805088,46080789.405029126,271840.29047485965,0,0,10019.035111671174,0.7117899521228164,0,0.005872656264851927,0.002151911227790507,0.024567843382542497,0.03244260734241791,-0.15851070675122625,27102542.19719582,7259195.173963477,2349398.3281338355,15791747.10671707,11906259.160054054,-144370689.1653239,-72877624.82971603
7,2027,0.05282533692132992,0,229,771,0,0,0,1000,0,119904668058.90309,119063306395.61328,841361663.2921102,6014939332.25909,25959747.646079246,0,1483412076.0349643,893934260.8246961,1243999235.5281785,4726021.941785231,0,91072593.04011193,76239915.26851276,57570732.47086274,319641.2368673098,0,0,41477.9994238452,0.7117899521228164,0,0.005864036726050646,0.002151911227790507,0.021889066918437727,0.029476234192372382,-0.15229541303914906,37591467.09560168,10068568.27441201,2665686.525628097,17322836.34412558,14748491.75113174,-205742340.79108268,-103929958.26733561
8,2028,0.0514508847429268,0,230,770,0,0,0,1000,0,139808842956.6815,138561509879.88663,1247333076.7971094,6783333846.214091,40086110.46741169,0,2101999032.4455373,1240697136.1876285,1554741093.6738236,2901893.8742407165,0,126801379.12544154,105378369.49453405,69958005.86313227,189329.61640640377,0,0,126712.04805397306,0.7117899521228164,0,0.0058554476395638036,0.002151911227790507,0.01957804154578305,0.027258899748739084,-0.1463238244793554,51124706.29164782,13693336.163167315,2893752.6072004326,18338969.286500905,17787714.95323881,-283611138.92603236,-143315541.43504933
9,2029,0.05009046351667033,0,218,782,0,0,0,1000,0,163017110887.49374,161229368616.6474,1787742270.8461084,7650727155.897625,58146076.26277439,0,2901149141.4436927,1694278037.3666458,1908251448.1145344,1742444.3708507125,0,171768901.98167127,143250574.05058947,83407649.77249588,107357.53640378301,0,0,318868.3378591395,0.7117899521228164,0,0.005846920037405045,0.002151911227790507,0.017482495544049355,0.025027036636660206,-0.14058638525614287,68366184.33968031,18311325.624363482,3000592.9109628145,18933448.77684851,20977831.58118158,-381308163.4608752,-192703194.61723134
