Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,EoL-repaired,EoL-sold,EoL-recycled,EoL-landfilled,EoL-stored,EoL-new repaired weight,EoL-new sold weight,EoL-new recycled weight,EoL-new landfilled weight,EoL-new stored weight,EoL-used repaired weight,EoL-used sold weight,EoL-used recycled weight,EoL-used landfilled weight,EoL-used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
2030,0.04874744414096422,0,204,796,0,0,0,1000,0,190077951294.8198,187377029455.9761,2700921838.840854,8621949657.222311,88848924.56727475,0,4199561014.3016787,2346651450.4181376,2114246063.8536642,0.0,0,243918977.70944187,197170011.537703,86151090.34269848,0.0,0,0,778371.3660742345,12.373070850227062,0,0.0058195794883862985,0.0021481172268173233,0.015264631054206534,0.023819189054709786,-0.12133270813915278,92835854.49338962,25500740.563346427,2576872.5198422517,30575798.990321707,22760766.725138605,-430150005.23243403,-219469686.3872233
2031,0.048347307021661644,0,194,806,0,0,0,1000,0,221630891209.75455,217982372963.65457,3648518246.102197,9724172070.473776,120344612.57497223,0,5507508749.058277,3091924919.9989295,2554965214.7124968,0.0,0,313843161.70315087,258219755.22656074,101005691.42965692,0.0,0,0,1549872.1150614945,12.373070850227062,0,0.0058112469067894785,0.0021481172268173233,0.013889547163365741,0.022316683635059693,-0.11657518460384911,119676589.13401356,32873523.571972866,2326119.2020524163,32593779.90050535,25538850.865254387,-553735272.8015506,-282584108.99896723
2032,0.047914186611052303,0,179,821,0,0,0,1000,0,231604281314.20035,226780314867.7672,4823966446.428656,10968492480.089863,158871007.46213847,0,7091887932.168946,4016850399.0675406,2681656211.663318,0.0,0,397183006.0637513,332022379.83991665,102883443.23178695,0.0,0,0,2851787.5000610747,12.373070850227062,0,0.005808764310293219,0.0021481172268173233,0.012640485045264452,0.021004147966096766,-0.11200420623461071,152713993.46711224,41948447.063356355,-379275.9507494766,36590713.557984,27995274.64385713,-696020043.515731,-355115415.25986016
2033,0.04745098729248948,0,172,828,0,0,0,1000,0,242026473973.32977,235768490395.21243,6257983578.122464,11315618542.28001,205248752.34098074,0,8979203273.557526,5150696984.879604,2811086586.452706,0.0,0,494868774.7706152,419689184.4510312,104664121.97450982,0.0,0,0,4924659.211442819,12.373070850227062,0,0.005806077073438802,0.0021481172268173233,0.011603096117085326,0.01982967873358243,-0.10761245849085276,192851029.96949992,52973542.49027287,-3807900.8032354154,41377223.11842356,29946380.806963198,-862618508.685796,-440251956.4622638
2034,0.04696044451987401,0,157,843,0,0,0,1000,0,252917665302.13074,244939042060.38553,7978623241.7494135,11659769389.015434,260156248.15018094,0,11201071029.047411,6517212199.413239,2943143190.7174907,0.0,0,607833180.3828255,521869637.2790691,106344737.00030951,0.0,0,0,8069558.874176905,12.373070850227062,0,0.005803203216078752,0.0021481172268173233,0.010730533171066486,0.01884166954959379,-0.10339291363922912,240756666.07327768,66132566.064419046,-8029960.243902018,48221712.83294454,31219423.99929795,-1050119470.1080941,-535923413.8802299
2035,0.04644513338839637,0,143,857,0,0,0,1000,0,264298960240.7286,254282768519.63608,10016191721.094604,12000525713.274609,324091207.4153593,0,13781525337.44024,8147237423.224321,3077693524.4416857,0.0,0,736577173.1990542,639163820.7392141,107922212.10683665,0.0,0,0,12649374.294212328,12.373070850227062,0,0.00580015970996597,0.0021481172268173233,0.009937438212603093,0.017935514980890205,-0.09933881950775952,297309374.7480652,81666822.30561039,-13137546.509174196,57676829.54578356,31652808.602221604,-1260815888.754893,-643633990.9648377
2036,0.045907476797893386,0,128,872,0,0,0,1000,0,276192413451.56696,263795384057.5899,12397029393.973644,12337455761.631319,397564895.8061618,0,16745490647.860195,10071057073.670832,3214675873.011358,0.0,0,881534686.6994405,771820549.5259815,109396500.95234531,0.0,0,0,19087021.23607778,12.373070850227062,0,0.0057969625319293635,0.0021481172268173233,0.009228319390515969,0.017126367396598036,-0.09544368868091413,363322676.88308185,99799774.28479128,-19215590.782129,70026132.0834991,31086057.312193573,-1495542775.4448285,-763652843.1460781
2037,0.04534975322749448,0,117,883,0,0,0,1000,0,288621072056.8847,273474490716.87158,15146581340.012285,12670338088.582443,480879393.4307952,0,20122379375.424713,12316518561.069193,3354055705.663245,0.0,0,1043619351.6494597,919338573.0634042,110768745.99533877,0.0,0,0,27860900.851073645,12.373070850227062,0,0.005793626714522356,0.0021481172268173233,0.008638656219409787,0.016461628712642902,-0.09170128811836442,439480745.356367,120719354.94186485,-26335420.214597724,87025607.31387325,29310655.84396002,-1750037862.886576,-893789881.3809192
2038,0.044774104139395074,0,103,897,0,0,0,1000,0,301609020299.4399,283316219096.22473,18292801203.219227,12999036219.955675,574252947.2711018,0,23932618893.428295,14924692111.645113,3495777302.7365475,0.0,0,1222928440.178089,1081967655.7030358,112039574.03850223,0.0,0,0,39498312.82282522,12.373070850227062,0,0.005790166394259739,0.0021481172268173233,0.00809144665087291,0.015780507389418025,-0.08810562918078897,526866029.22498494,144722898.24039388,-34609885.46509983,108060342.83564602,26114442.216572974,-2029138294.3517003,-1036681169.7067151
2039,0.04418254102879403,0,91,909,0,0,0,1000,0,315181426212.91693,293322542480.72266,21858883732.19604,13323379197.944054,677939442.2143608,0,28218060360.170868,17921247828.83647,3639869079.674647,0.0,0,1420717979.898278,1258938425.9238656,113212449.58925378,0.0,0,0,54567481.94707613,12.373070850227062,0,0.005786594857553352,0.0021481172268173233,0.007603166314071525,0.015212677503167052,-0.08465095804677278,625989419.836056,171950739.05174917,-44091937.80982618,135301050.68901867,21362284.377352692,-2326490755.1244397,-1188550188.781765
2040,0.04357695213626693,0,78,922,0,0,0,1000,0,329364590392.49786,303484770183.74615,25879820208.754078,13643400453.624828,791989544.8277203,0,33008549479.426476,21350077714.16614,3786205889.9589114,0.0,0,1637525605.3833253,1450466430.249719,114286109.0466496,0.0,0,0,73668712.89635167,12.373070850227062,0,0.00578292458445236,0.0021481172268173233,0.007151824897600785,0.014681179263724487,-0.08133174650546565,737913495.181653,202694753.02949277,-54892756.021964714,166981284.99664804,14819301.747148283,-2648408597.664943,-1353282456.5827703
2041,0.042959108838115594,0,67,933,0,0,0,1000,0,344185996960.16266,313798648617.9932,30387348342.169346,13958802406.487892,916786120.3529329,0,38342166734.23405,25250443927.687176,3934726481.6210876,0.0,0,1874462216.5441778,1656430878.4891326,115261603.7044505,0.0,0,0,97424820.6567442,12.373070850227062,0,0.0057791672902894045,0.0021481172268173233,0.006733114100611772,0.014182789267226294,-0.07814268311026529,863484429.0278776,237187372.54362333,-67100655.47800899,204877617.10425213,6310818.245866062,-2992989019.581278,-1529487243.4396222
2042,0.04233067172953547,0,54,946,0,0,0,1000,0,359674366823.3655,324257150416.7816,35417216406.58794,14269450455.16404,1052550258.734542,0,44250153212.429016,29665861844.024536,4085329660.0689144,0.0,0,2131913490.2603977,1877437026.40272,116139041.27759947,0.0,0,0,126470759.5855219,12.373070850227062,0,0.005775333965328491,0.0021481172268173233,0.006364916684394801,0.013728409540092553,-0.0750786646793695,1003621800.0622174,275681193.2929177,-80811808.44209468,250186953.197549,-4421963.676779229,-3356662920.4696965,-1715430843.4069755
2043,0.041693196414774494,0,36,964,0,0,0,1000,0,375859713330.4262,334857390568.79126,41002322761.63026,14575144700.108824,1199569568.9288967,0,50731242438.145386,34660107521.609276,4237973880.9266276,0.0,0,2408725203.28723,2115193636.8774476,116920476.27535233,0.0,0,0,161442574.26854447,12.373070850227062,0,0.005771434912507348,0.0021481172268173233,0.006010986563890745,0.013287528220395547,-0.07213478812959678,1159811341.3257618,318584325.840196,-96180901.85819173,306203614.41491884,-17688923.064709995,-3737479597.6555696,-1909987500.6858368
2044,0.04104813901781897,0,20,980,0,0,0,1000,0,392773400430.2965,345619437245.1643,47153963185.126564,14875824780.207016,1357993359.532617,0,57799793263.96278,40257162386.942406,4392948127.302561,0.0,0,2704838970.9633465,2369311066.376867,117616876.16796905,0.0,0,0,202965897.4267928,12.373070850227062,0,0.005767479783361544,0.0021481172268173233,0.005689004376838213,0.012923389989672818,-0.06930634263040693,1332217050.2013557,365941818.02538884,-113223340.15880513,372236728.0675584,-33552800.922939233,-4068389157.1457634,-2081871802.4193134
2045,0.04039686142653156,0,0,1000,0,0,0,1000,0,410448203449.6473,356562833198.56714,53885370251.08552,15172072481.83238,1527330047.1988566,0,65421697618.595825,46493265949.82411,4550533816.240601,0.0,0,3017703960.492839,2640319143.9001493,118238040.63050537,0.0,0,0,251644649.57688716,12.373070850227062,0,0.005763477612214951,0.0021481172268173233,0.005401531834744295,0.012591435325884623,-0.06658880206556742,1521335403.6904044,417890045.2960803,-131989138.50823748,450222326.78134876,-52185053.10024378,-4068389157.1457634,-2081871802.4193134
2046,0.03974063628258418,0,0,1000,0,0,0,1000,0,428918372604.8779,367738529777.9855,61179842826.90219,15464409220.086838,1707149693.1208572,0,73675380855.78075,53246279507.520805,4711464650.838751,0.0,0,3351126858.483887,2920382604.597051,118804266.05242576,0.0,0,0,308050527.81230974,12.373070850227062,0,0.00575943684871613,0.0021481172268173233,0.005194155596750756,0.012397072249243413,-0.06397781779040158,1722880452.1742308,473251715.86247855,-152028583.35060585,530395686.7900795,-72856006.4147813,-4068389157.1457634,-2081871802.4193134
2047,0.039080651728970954,0,0,1000,0,0,0,1000,0,448219699372.1138,379138870679.59766,69080828692.51059,15754128269.501608,1896251790.303761,0,82508824426.13826,60473642428.72233,4875630379.763607,0.0,0,3702173526.536199,3206212238.0451083,119313078.33712648,0.0,0,0,372713687.135726,12.373070850227062,0,0.005755365388797735,0.0021481172268173233,0.005020348361429683,0.012138908485915902,-0.061469211673029475,1935078589.011812,531539644.2178534,-173157929.19525087,612902553.2530338,-95260185.41014208,-4068389157.1457634,-2081871802.4193134
2048,0.03841801592635455,0,0,1000,0,0,0,1000,0,468389585843.8578,390818174012.8137,77571411831.03946,16040936396.343134,2095023649.4852922,0,91842578134.46397,68110350008.26186,5043813187.706019,0.0,0,4066942704.5352654,3493405939.035712,119783574.51559195,0.0,0,0,446114722.63893014,12.373070850227062,0,0.005751270604131854,0.0021481172268173233,0.004880198899192814,0.01193335292673745,-0.05905896940846541,2155571608.861949,592106063.5814778,-195127602.54357347,697162197.4804574,-118969917.22738615,-4068389157.1457634,-2081871802.4193134
2049,0.03775376134899024,0,0,1000,0,0,0,1000,0,489467117206.8342,402871981628.277,86595135578.54921,16326078742.414774,2302315533.81806,0,101573880195.92444,76072324422.18385,5217388884.206038,0.0,0,4440800022.116624,3776628387.1873913,120246395.48049888,0.0,0,0,528678047.167946,12.373070850227062,0,0.005747159370151067,0.0021481172268173233,0.004773078626839289,0.011780045119943346,-0.05674323409487372,2381558161.231209,654181481.2551956,-217638613.4844657,782556121.4966346,-143462836.55732843,-4068389157.1457634,-2081871802.4193134
2050,0.037088848870486295,0,0,1000,0,0,0,1000,0,511493137481.1391,415426873149.83044,96066264331.30273,16611666904.606457,2516112598.064475,0,111584222949.29478,84262604856.75952,5398180224.977396,0.0,0,4818728113.448952,4049932746.602915,120738590.47726978,0.0,0,0,620766988.2432127,12.373070850227062,0,0.005743038092701878,0.0021481172268173233,0.00469761213774188,0.011677255307171222,-0.0545183000617027,2610005385.311845,716932811.8212517,-240365395.50992873,868469307.5999745,-168165385.2868706,-4068389157.1457634,-2081871802.4193134
