,Year,Average weight of waste,Agents repairing,Agents selling,Agents recycling,Agents landfilling,Agents storing,Agents buying new,Agents buying used,Agents buying certified,Total product,New product,Used product,New product_mass,Used product_mass,End-of-life - repaired,End-of-life - sold,End-of-life - recycled,End-of-life - landfilled,End-of-life - stored,eol - new repaired weight,eol - new sold weight,eol - new recycled weight,eol - new landfilled weight,eol - new stored weight,eol - used repaired weight,eol - used sold weight,eol - used recycled weight,eol - used landfilled weight,eol - used stored weight,Average landfilling cost,Average storing cost,Average recycling cost,Average repairing cost,Average selling cost,Recycled material volume,Recycled material value,Producer costs,Consumer costs,Recycler costs,Refurbisher costs,Refurbisher costs w margins
0,2020,0.062360781310163156,5,10,100,442,443,999,1,0,40921000000.0,40921000000.0,0.0,2602673722.358042,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0061000364395287785,0.00219846107076571,0.12061995230968789,0.29504225352931973,-0.20642690366415187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021,0.06106501304191908,0,53,943,1,3,18,982,0,47713886000.0,47713886000.0,0.0,2926097720.7503233,0.0,0,355848.8915057581,92511749.21597242,99378503.16344254,5245661.440152106,0,27694.00255868275,7104272.386949099,5330904.2822234,395500.91461243696,0,0,0.0,0.0,0,0.005866509011223107,0.00219846107076571,0.03294786074329313,0.29504225352931973,-0.20611908175408633,4262214.745539882,1163824.822243438,151488.64177908807,10496697.798439408,1866755.605260742,-11641.480252751204,1867.0177586034442
2,2022,0.05972962709646766,0,0,1000,0,0,0,1000,0,55634391075.99874,55634166069.916954,225006.0829805061,3298899208.6963573,0.0,0,81127521.99909046,158660936.7125896,213508380.17692995,5027913.424817383,0,4960017.274290984,13133605.385311216,11076477.499251617,379201.62237898016,0,0,0.10233112368989784,0.0,0,0.005858469592715022,0.00219846107076571,0.03762784187423591,0.06550989180804756,-0.19803703695710043,7246524.202266286,1978709.484408454,522973.58910493506,15313372.895397833,3526011.7280582604,-11641.480252751204,1867.0177586034442
3,2023,0.05836688665777374,0,157,843,0,0,0,1000,0,64869699994.6152,64818319957.571724,51380037.04427665,3720726831.387943,11983.639497209473,0,213578110.49505135,238542464.2921506,345834588.47883636,4961890.831361271,0,13321251.891256683,20238145.39867329,17391433.314855196,371285.5547832025,0,0,22.735912584076733,0.0,0,0.005850184371701139,0.00219846107076571,0.034960579670868484,0.06188575768070118,-0.19027189366940045,10771556.101766497,2941241.8458131193,946078.2473349533,19723730.723992683,5331941.481033168,-14476452.654547397,-7150362.40539059
4,2024,0.05698711329906456,0,231,769,0,0,0,1000,0,75638070193.72394,75484131572.74176,153938620.98053703,4195411050.6890745,2655938.241328223,0,411373300.85881084,344329758.3553506,499422962.7789042,2576345.9555971674,0,25756668.69807886,29457062.735732075,24357260.658077687,198094.37277444874,0,0,71.2558225271702,0.0,0,0.005841729433443258,0.00219846107076571,0.031234933479165845,0.053549498237546234,-0.1828112260050737,15333258.23355394,4186843.6020856234,1389782.976200941,22475705.18649652,7361412.597823387,-38866269.88500061,-19159072.37345922
5,2025,0.055598969189164155,0,233,767,0,0,0,1000,0,88193989845.88063,87877274098.98999,316715746.8901915,4730382637.022689,7800031.3793012705,0,687679219.8165246,488181052.19664633,677885013.4726162,1097919.6904015364,0,42810737.56469196,41841152.00615453,32071218.29092656,87107.03281221661,0,0,1156.0082106297555,0.0,0,0.005833168816742948,0.00219846107076571,0.027643628758181032,0.047066789708382184,-0.1756430953041634,21389696.815037217,5840592.644857101,1829070.0019239383,24045524.845099967,9641213.202886568,-73970407.9471037,-36487817.32926761
6,2026,0.054209698950969866,0,230,770,0,0,0,1000,0,102834192160.29462,102282914512.23201,551277648.0643648,5333621645.331167,15723244.704821752,0,1063598274.9690292,683216116.6808652,885327163.3837916,573768.4746575453,0,65533871.001561515,58480905.56791376,40636516.505315855,47039.19207947565,0,0,8824.000487729982,0.0,0,0.00582455626485194,0.00219846107076571,0.024405563570606807,0.04229707112160024,-0.1687560310282652,29401058.237175833,8028145.792620283,2241934.093680478,24729999.630317844,12172102.416159881,-121215971.87299442,-59734013.95416691
7,2027,0.05282533692132992,0,235,765,0,0,0,1000,0,119904668058.90309,119029447734.46503,875220324.4403912,6014095915.534138,26803164.371023983,0,1563704292.4176702,945537272.8039534,1126478320.545322,278439.49341956206,0,95115973.34853864,80679772.2586017,50167202.79347604,23736.781872086074,0,0,38161.77615846327,0.0,0,0.005815936726050637,0.00219846107076571,0.021645630891776825,0.03847318565039164,-0.16213901240521894,39907053.483501755,10896874.559241109,2602037.4744886197,24000030.18104081,14928550.655288221,-184415969.00681084,-90967999.91061758
8,2028,0.0514508847429268,0,224,776,0,0,0,1000,0,139808842956.6815,138498291069.31946,1310551887.364267,6781767065.293567,41652891.387931444,0,2215836397.530779,1292816704.6676595,1406830918.701859,1.7167369370580862e-25,0,132800189.35892344,109892097.11872576,60791527.678725615,4.5201318289561214e-26,0,0,120057.25971568703,0.0,0,0.005807347639563793,0.00219846107076571,0.01926749750049943,0.03523290221353985,-0.15578145079352193,53460452.5155046,14597716.295505406,2886072.4737519366,22041205.93976247,17870163.32646479,-265818857.1099475,-131288404.94839019
9,2029,0.05009046351667033,0,213,787,0,0,0,1000,0,163017110887.49374,161134143462.46667,1882967425.0265315,7647854265.04764,61018967.11274387,0,3049555882.883178,1745130213.6097367,1732788651.3200316,1.7167369370580855e-25,0,179803796.3730152,147716034.1541492,72654789.32806739,4.520131828956122e-26,0,0,308551.4753567252,0.0,0,0.005798820037405055,0.00219846107076571,0.017291947117944705,0.032548178319312254,-0.14967317273824313,70653754.55926839,19292456.680372257,3071963.333600129,18901452.319723584,20929416.16710109,-367257653.7352889,-181374875.4962169
10,2030,0.04874744414096422,0,205,795,0,0,0,1000,0,190077951294.8198,187457344650.47845,2620606644.338674,8625067833.538532,85730748.25105532,0,4095900197.0200768,2325079056.459674,2111844444.1285028,1.207836416860535e-40,0,237317549.54193464,195839188.84824607,85922647.37250468,-1.441168451935869e-41,0,0,689045.1705059196,0.0,0,0.0057903794883862976,0.00219846107076571,0.015606211312380582,0.030223159089255297,-0.1438044036913254,92115825.37383246,25152811.50573014,3140203.23756362,14852208.836701622,24033087.380531814,-491690735.4827347,-243017517.0922794
11,2031,0.048347307021661644,0,193,807,0,0,0,1000,0,221630891209.75455,218077449702.25186,3553441507.505026,9727882425.426022,116634257.62271939,0,5386244770.134097,3056719939.327777,2552775929.388183,1.207836416860535e-40,0,306383282.8398385,255960926.01176682,100784237.83388808,-1.441168451935869e-41,0,0,1386888.6587017311,0.0,0,0.005782046906789482,0.00219846107076571,0.014137866732976826,0.0282336010539718,-0.13816575237022286,118465587.6971054,32347781.558360722,3079527.1406605286,10783401.125697112,27105117.493206665,-638919788.4821908,-315678462.1330201
12,2032,0.047914186611052303,0,180,820,0,0,0,1000,0,231604281314.20035,226891949918.23587,4712331395.960089,10972802994.638117,154560492.91389045,0,6948983445.285639,3967907274.175717,2679705300.472859,-2.415958515665217e-56,0,388650045.5865906,328910577.31375176,102669521.8866375,-2.133357863603453e-57,0,0,2575633.683053536,0.0,0,0.005779564310293216,0.00219846107076571,0.012899718541892606,0.026506365049737055,-0.13274819572984517,151012279.38829273,41234862.555803485,596741.4438963502,5624609.295601145,29884687.868425425,-814752030.0079606,-402724466.1398778
13,2033,0.04745098729248948,0,166,834,0,0,0,1000,0,242026473973.32977,235899897253.39072,6126576719.944036,11320582371.166904,200284923.45409846,0,8814992113.957918,5083528166.335444,2809420322.5783978,-2.415958515665217e-56,0,485231150.49545807,415653833.7193396,104458959.92312282,-2.133357863603453e-57,0,0,4484054.958562526,0.0,0,0.005776877073438796,0.00219846107076571,0.011844211574010189,0.02500893384332525,-0.12754306452376077,190504144.54161146,52018367.3030054,-2556628.225440169,2606295.7894064602,32216777.190374043,-1014111973.4486569,-501246455.5375906
14,2034,0.04696044451987401,0,154,846,0,0,0,1000,0,252917665302.13074,245091191228.43942,7826474073.695197,11665490266.353811,254435370.81180075,0,11011147042.780241,6432002843.060201,2941775548.15771,-2.126115957637576e-71,0,596907447.0329067,517029794.3366191,106148266.66914728,3.264637928779915e-72,0,0,7401058.130032154,0.0,0,0.005774003216078749,0.00219846107076571,0.010917745720613421,0.02373274357871967,-0.1225420294315527,237777337.31054953,64926613.00525706,-6463979.808465339,1131960.4492859321,33939686.907652736,-1240445130.9744997,-613094604.840338
15,2035,0.04644513338839637,0,143,857,0,0,0,1000,0,264298960240.7286,254458802878.07477,9840157362.655914,12007017326.49978,317599594.19019896,0,13564173175.853796,8041333406.449906,3076669759.6626463,-2.126115957637576e-71,0,724389586.433111,633462161.5172368,107735442.06489962,3.264637928779915e-72,0,0,11677771.763180643,0.0,0,0.005770959709965955,0.00219846107076571,0.010117610344657484,0.02260599209059328,-0.11773708773012895,293612057.64697456,80172638.2175134,-11202929.546363126,2281385.69633015,34887724.659819335,-1493598738.3062305,-738216843.0048828
16,2036,0.045907476797893386,0,131,869,0,0,0,1000,0,276192413451.56696,263997543851.99756,12194869599.566221,12344808662.736277,390211994.7012303,0,16501111282.066559,9939410881.4963,3214028244.5193624,-7.720549298383706e-133,0,868302918.8168287,765031219.5373843,109219884.35111348,-6.485261410642302e-132,0,0,17726504.639868736,0.0,0,0.0057677625319293635,0.00219846107076571,0.00941823505356249,0.021627148400734174,-0.11312055048765848,358742051.41059196,97956796.90965304,-16846352.801403966,4943979.810352072,34887754.79237638,-1775845874.367004,-877606218.221705
17,2037,0.04534975322749448,0,118,882,0,0,0,1000,0,288621072056.8847,273703346139.4307,14917725917.453165,12678605217.313145,472612264.70011914,0,19846436166.69031,12158582375.943865,3353792423.1153455,-7.720549298383706e-133,0,1029053544.2839693,911750890.994548,110601875.8002748,-6.485261410642302e-132,0,0,26016756.53632453,0.0,0,0.005764426714522356,0.00219846107076571,0.008803465790585021,0.0207125626026686,-0.10868503025963949,434008456.81392646,118508767.21595968,-23477633.03329788,13907512.257332433,33754541.40919138,-2081003565.05598,-1028316581.931471
18,2038,0.044774104139395074,0,103,897,0,0,0,1000,0,301609020299.4399,283574848341.4202,18034171958.024075,13008209920.273808,565079246.9529663,0,23628109097.449192,14731802346.993116,3495942691.2222023,-1.1073526378775365e-163,0,1207044034.4635077,1073556876.0835793,111883205.44984235,-1.3247964285880097e-162,0,0,37068813.500983104,0.0,0,0.005760966394259736,0.00219846107076571,0.00824506730313756,0.019931522782426783,-0.10442342926741231,520222642.05358845,142050098.37868673,-31176990.15551632,27609290.884557128,31313356.882029075,-2412114093.214187,-1191924277.3617733
